All.obs;GIG;Cat;ICcode.TRAC;Country;NatType;physChemText;SumMetric;ValueStd;ValueUpStd;UnitUsed;RangeRep;ReasonRange;DepthZone;Ver.r;MetricType
11680;BAL;CW;inapplicable;SE;13;TN;summer;0.27032931;0.56867202;mgN/L;TRUE;salinity range;NA;Rver2;seasonal
11306;NEA;CW;inapplicable;ES;ALL;Nitrate as N;AA-EQS;0.085;NA;mgN/L;FALSE;NA;NA;Rver2;annual
11511;BAL;TW;inapplicable;LT;LT1100;TN;summer;0.13;0.25;mgN/L;TRUE;salinity range;Surf;Rver2;seasonal
11727;BAL;CW;inapplicable;SE;11;TP;winter;18.27451899;NA;µgP/L;FALSE;salinity range;NA;Rver2;seasonal
11485;MED;TW;inapplicable;ES;ALL;TN;AA-EQS;10;NA;mgN/L;FALSE;NA;NA;Rver2;annual
11729;BAL;CW;inapplicable;SE;12n;TP;winter;18.5842566;30.35428578;µgP/L;TRUE;salinity range;NA;Rver2;seasonal
11486;MED;TW;inapplicable;ES;ALL;TP;AA-EQS;2000;NA;µgP/L;FALSE;NA;NA;Rver2;annual
11312;MED;CW;inapplicable;ES;ALL;Nitrate as N;AA-EQS;0.102;NA;mgN/L;FALSE;NA;Near zone, from 0 to 200 m from the coast;Rver2;annual
11638;NEA;TW;inapplicable;PT;PTRH8;Orthophosphate;90th percentile;110;NA;µgP/L;FALSE;salinity range;NA;Rver2;quantile
11639;BLA;TW;inapplicable;RO;RO1000;Total Inorganic N;AA-EQS;0.35;0.525;mgN/L;TRUE;subType;NA;Rver2;annual
11599;NEA;TW;inapplicable;PT;PTRH7;Nitrate as N;90th percentile;0.3;NA;mgN/L;FALSE;salinity range;NA;Rver2;quantile
11436;BLA;CW;inapplicable;RO;RO1000;Total Inorganic N;AA-EQS;0.126;0.189;mgN/L;TRUE;subType;NA;Rver2;annual
11627;NEA;TW;inapplicable;PT;PTRH6;Orthophosphate;90th percentile;50;NA;µgP/L;FALSE;salinity range;NA;Rver2;quantile
11800;BAL;TW;inapplicable;SE;24;TP;winter;18.5842566;30.35428578;µgP/L;TRUE;salinity range;NA;Rver2;seasonal
11628;NEA;TW;inapplicable;PT;PTRH6;Orthophosphate;90th percentile;100;NA;µgP/L;FALSE;salinity range;NA;Rver2;quantile
11307;NEA;CW;inapplicable;ES;ALL;Orthophosphate;AA-EQS;6.197;NA;µgP/L;FALSE;NA;NA;Rver2;annual
11633;NEA;TW;inapplicable;PT;PTRH7;Orthophosphate;90th percentile;60;NA;µgP/L;FALSE;salinity range;NA;Rver2;quantile
11634;NEA;TW;inapplicable;PT;PTRH7;Orthophosphate;90th percentile;110;NA;µgP/L;FALSE;salinity range;NA;Rver2;quantile
11622;NEA;TW;inapplicable;PT;PTRH4A;Orthophosphate;90th percentile;110;NA;µgP/L;FALSE;salinity range;NA;Rver2;quantile
11636;NEA;TW;inapplicable;PT;PTRH8;Orthophosphate;90th percentile;100;NA;µgP/L;FALSE;salinity range;NA;Rver2;quantile
11752;BAL;CW;inapplicable;SE;11;TP;summer;12.69924201;NA;µgP/L;FALSE;salinity range;NA;Rver2;seasonal
11313;MED;CW;inapplicable;ES;ALL;Nitrate as N;AA-EQS;0.051;NA;mgN/L;FALSE;NA;Medium zone, more than 200 m from the coast;Rver2;annual
11314;MED;CW;inapplicable;ES;ALL;Orthophosphate;AA-EQS;23.547;NA;µgP/L;FALSE;NA;Near zone, from 0 to 200 m from the coast;Rver2;annual
11302;NEA;CW;inapplicable;ES;ALL;Nitrate as N;AA-EQS;0.047;NA;mgN/L;FALSE;NA;NA;Rver2;annual
11677;BAL;CW;inapplicable;SE;11;TN;summer;0.2661273;NA;mgN/L;FALSE;salinity range;NA;Rver2;seasonal
11678;BAL;CW;inapplicable;SE;12s;TN;summer;0.27032931;0.56867202;mgN/L;TRUE;salinity range;NA;Rver2;seasonal
11726;BAL;CW;inapplicable;SE;10;TP;winter;18.27451899;NA;µgP/L;FALSE;salinity range;NA;Rver2;seasonal
11514;BAL;TW;inapplicable;LT;LT1100;TP;summer;60;80;µgP/L;TRUE;salinity range;Surf;Rver2;seasonal
11629;NEA;TW;inapplicable;PT;PTRH6;Orthophosphate;90th percentile;60;NA;µgP/L;FALSE;salinity range;NA;Rver2;quantile
11595;NEA;TW;inapplicable;PT;PTRH6;Nitrate as N;90th percentile;0.3;NA;mgN/L;FALSE;salinity range;NA;Rver2;quantile
11797;BAL;TW;inapplicable;SE;24;TN;winter;0.280134;0.57147336;mgN/L;TRUE;salinity range;NA;Rver2;seasonal
11751;BAL;CW;inapplicable;SE;10;TP;summer;12.69924201;NA;µgP/L;FALSE;salinity range;NA;Rver2;seasonal
11798;BAL;TW;inapplicable;SE;24;TN;summer;0.26892864;0.42860502;mgN/L;TRUE;salinity range;NA;Rver2;seasonal
11315;MED;CW;inapplicable;ES;ALL;Orthophosphate;AA-EQS;11.774;NA;µgP/L;FALSE;NA;Medium zone, more than 200 m from the coast;Rver2;annual
11434;BLA;CW;inapplicable;RO;RO1000;% oxygen saturation;AA-EQS;60;80;PC02;TRUE;High low;Bottom;Rver2;annual
11590;NEA;TW;inapplicable;PT;PTRH4A;Nitrate as N;90th percentile;1;NA;mgN/L;FALSE;salinity range;NA;Rver2;quantile
11676;BAL;CW;inapplicable;SE;10;TN;summer;0.2661273;NA;mgN/L;FALSE;salinity range;NA;Rver2;seasonal
11484;MED;TW;inapplicable;ES;ALL;TP;AA-EQS;1000;NA;µgP/L;FALSE;NA;NA;Rver2;annual
11483;MED;TW;inapplicable;ES;ALL;TN;AA-EQS;10;NA;mgN/L;FALSE;NA;NA;Rver2;annual
11509;BAL;TW;inapplicable;LT;LT1100;TN;summer;0.94;1.08;mgN/L;TRUE;salinity range;Surf;Rver2;seasonal
11793;NEA;TW;inapplicable;SE;25;Total Inorganic N;winter;0.07703685;0.26332596;mgN/L;TRUE;salinity range;NA;Rver2;seasonal
11635;NEA;TW;inapplicable;PT;PTRH8;Orthophosphate;90th percentile;50;NA;µgP/L;FALSE;salinity range;NA;Rver2;quantile
11637;NEA;TW;inapplicable;PT;PTRH8;Orthophosphate;90th percentile;60;NA;µgP/L;FALSE;salinity range;NA;Rver2;quantile
11432;NEA;CW;inapplicable;PT;PTRH5A;Orthophosphate;90th percentile;500;NA;µgP/L;FALSE;salinity range;NA;Rver2;quantile
11469;NEA;TW;inapplicable;DE;T1;Total Inorganic N;winter;0.8;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
11632;NEA;TW;inapplicable;PT;PTRH7;Orthophosphate;90th percentile;100;NA;µgP/L;FALSE;salinity range;NA;Rver2;quantile
11631;NEA;TW;inapplicable;PT;PTRH7;Orthophosphate;90th percentile;50;NA;µgP/L;FALSE;salinity range;NA;Rver2;quantile
11796;NEA;TW;inapplicable;SE;25;Orthophosphate;winter;9.29256339;18.58512678;µgP/L;TRUE;salinity range;NA;Rver2;seasonal
11630;NEA;TW;inapplicable;PT;PTRH6;Orthophosphate;90th percentile;110;NA;µgP/L;FALSE;salinity range;NA;Rver2;quantile
11792;NEA;TW;inapplicable;SE;25;TN;summer;0.21850452;0.39078693;mgN/L;TRUE;salinity range;NA;Rver2;seasonal
11524;BAL;TW;TW-BT1;PL;PL2000;Dissolved oxygen;summer minimum;4.2;NA;mg/L;FALSE;NA;Bottom;Rver2;seasonal
11529;BAL;TW;TW-BT1;PL;PL2000;Nitrate as N;AA-EQS;0.3;NA;mgN/L;FALSE;NA;NA;Rver2;annual
11532;BAL;TW;TW-BT1;PL;PL2000;TP;AA-EQS;120;NA;µgP/L;FALSE;NA;NA;Rver2;annual
11513;BAL;TW;TW-BT1;LT;LT1100;TP;summer;61;79;µgP/L;TRUE;subType;Surf;Rver2;seasonal
11526;BAL;TW;TW-BT1;PL;PL2000;% oxygen saturation;maximum;80;120;PC02;TRUE;High low;Surf;Rver2;quantile
11504;BAL;TW;TW-BT1;LT;LT1100;TN;summer;0.94;1.08;mgN/L;TRUE;subType;Surf;Rver2;seasonal
11523;BAL;TW;TW-BT1;PL;PL2000;Secchi disk depth;AA-EQS;1;NA;m;FALSE;NA;NA;Rver2;annual
11533;BAL;TW;TW-BT1;PL;PL2000;Total Inorganic N;AA-EQS;0.38;NA;mgN/L;FALSE;NA;NA;Rver2;annual
11531;BAL;TW;TW-BT1;PL;PL2000;Orthophosphate;AA-EQS;45;NA;µgP/L;FALSE;NA;NA;Rver2;annual
11530;BAL;TW;TW-BT1;PL;PL2000;TN;AA-EQS;0.98;NA;mgN/L;FALSE;NA;NA;Rver2;annual
11512;BAL;TW;TW-BT1;LT;LT1100;TP;summer;60;80;µgP/L;TRUE;subType;Surf;Rver2;seasonal
11505;BAL;TW;TW-BT1;LT;LT1100;TN;summer;0.95;1.07;mgN/L;TRUE;subType;Surf;Rver2;seasonal
9492;MED;TW;TW-CoastalLagoonsPolyeuhaline;FR;FRE;TN;90th percentile;1.051;NA;mgN/L;FALSE;NA;NA;Rver2;quantile
9373;MED;TW;TW-CoastalLagoonsPolyeuhaline;FR;FRD;TP;90th percentile;92.921;NA;µgP/L;FALSE;NA;NA;Rver2;quantile
11500;MED;TW;TW-CoastalLagoonsPolyeuhaline;IT;ALL;Dissolved oxygen;minimum;1;NA;mg/L;FALSE;NA;NA;Rver2;quantile
11493;MED;TW;TW-CoastalLagoonsPolyeuhaline;FR;FRE;Total Inorganic N;90th percentile;0.084;NA;mgN/L;FALSE;NA;NA;Rver2;quantile
9375;MED;TW;TW-CoastalLagoonsPolyeuhaline;FR;FRD;Total Inorganic N;90th percentile;0.084;NA;mgN/L;FALSE;NA;NA;Rver2;quantile
9501;MED;TW;TW-CoastalLagoonsPolyeuhaline;FR;FRE;Orthophosphate;90th percentile;30.975;NA;µgP/L;FALSE;NA;NA;Rver2;quantile
11492;MED;TW;TW-CoastalLagoonsPolyeuhaline;FR;FRD;Total Inorganic N;90th percentile;0.084;NA;mgN/L;FALSE;NA;NA;Rver2;quantile
9377;MED;TW;TW-CoastalLagoonsPolyeuhaline;FR;FRD;Orthophosphate;90th percentile;30.975;NA;µgP/L;FALSE;NA;NA;Rver2;quantile
9497;MED;TW;TW-CoastalLagoonsPolyeuhaline;FR;FRE;TP;90th percentile;92.921;NA;µgP/L;FALSE;NA;NA;Rver2;quantile
9499;MED;TW;TW-CoastalLagoonsPolyeuhaline;FR;FRE;Total Inorganic N;90th percentile;0.084;NA;mgN/L;FALSE;NA;NA;Rver2;quantile
9368;MED;TW;TW-CoastalLagoonsPolyeuhaline;FR;FRD;TN;90th percentile;1.051;NA;mgN/L;FALSE;NA;NA;Rver2;quantile
8648;MED;TW;TW-Estuaries;HR;HRJ;TP;Median;27.876;27.8763849;µgP/L;FALSE;NA;NA;Rver2;annual
11496;MED;TW;TW-Estuaries;HR;HRJ;TP;Median;18.584;NA;µgP/L;FALSE;NA;NA;Rver2;annual
8632;MED;TW;TW-Estuaries;HR;HRJ;Secchi disk depth;Median;3;NA;m;FALSE;NA;NA;Rver2;annual
8644;MED;TW;TW-Estuaries;HR;HRJ;Orthophosphate;Median;15.488;15.48760566;µgP/L;FALSE;NA;NA;Rver2;annual
8662;MED;TW;TW-Estuaries;HR;HRJ;Total Inorganic N;Median;1.751;NA;mgN/L;FALSE;NA;Surf;Rver2;annual
11495;MED;TW;TW-Estuaries;HR;HRJ;% oxygen saturation;Median;150;NA;PC02;FALSE;NA;Surf;Rver2;annual
8634;MED;TW;TW-Estuaries;HR;HRJ;% oxygen saturation;Median;170;NA;PC02;FALSE;NA;Surf;Rver2;annual
11085;MED;TW;TW-Estuaries;HR;HRJ;% oxygen saturation;Median;40;NA;PC02;FALSE;NA;Bottom;Rver2;annual
8664;MED;TW;TW-Estuaries;HR;HRJ;Total Inorganic N;Median;1.751;NA;mgN/L;FALSE;NA;Surf;Rver2;annual
8663;MED;TW;TW-Estuaries;HR;HRJ;Total Inorganic N;Median;2.101;NA;mgN/L;FALSE;NA;Surf;Rver2;annual
11494;MED;TW;TW-Estuaries;HR;HRJ;Orthophosphate;Median;9.292;NA;µgP/L;FALSE;NA;NA;Rver2;annual
11087;MED;TW;TW-Estuaries;HR;HRJ;Total Inorganic N;Median;0.28;NA;mgN/L;FALSE;NA;Bottom;Rver2;annual
11805;NEA;TW;TW-NEA11;IE;IEROI;Orthophosphate;Median;60;NA;µgP/L;FALSE;salinity range;NA;Rver2;annual
6744;NEA;TW;TW-NEA11;UK;ALL;Dissolved oxygen;5th percentile;4;NA;mg/L;NA;NA;NA;Rver2;quantile
6847;NEA;TW;TW-NEA11;UK;TURT;Total Inorganic N;99th percentile;2.521;NA;mgN/L;NA;NA;NA;Rver2;quantile
11577;NEA;TW;TW-NEA11;PT;PTRH1;Nitrate as N;90th percentile;0.5;NA;mgN/L;FALSE;salinity range;NA;Rver2;quantile
7009;NEA;TW;TW-NEA11;UK;SAL=35CT;Dissolved oxygen;5th percentile;4;NA;mg/L;NA;NA;NA;Rver2;quantile
6856;NEA;TW;TW-NEA11;UK;SAL=35CT;Dissolved oxygen;5th percentile;4;NA;mg/L;NA;NA;NA;Rver2;quantile
11804;NEA;TW;TW-NEA11;IE;IEGBNIIENW;Orthophosphate;Median;60;NA;µgP/L;FALSE;salinity range;NA;Rver2;annual
6848;NEA;TW;TW-NEA11;UK;VTURT;Total Inorganic N;99th percentile;3.782;NA;mgN/L;NA;NA;NA;Rver2;quantile
11575;NEA;TW;TW-NEA11;PT;PTRH1;Nitrate as N;90th percentile;0.3;NA;mgN/L;FALSE;salinity range;NA;Rver2;quantile
11576;NEA;TW;TW-NEA11;PT;PTRH1;Nitrate as N;90th percentile;0.6;NA;mgN/L;FALSE;salinity range;NA;Rver2;quantile
6846;NEA;TW;TW-NEA11;UK;ITURT;Total Inorganic N;99th percentile;0.98;NA;mgN/L;NA;NA;NA;Rver2;quantile
6746;NEA;TW;TW-NEA11;UK;ALL;Total Inorganic N;Regression;0.42;NA;mgN/L;NA;NA;NA;Rver2;other
7163;NEA;TW;TW-NEA11;UK;CLET;Total Inorganic N;winter;0.42;NA;mgN/L;NA;NA;NA;Rver2;seasonal
5641;NEA;TW;TW-NEA11;BE;O1o;TN;growth season mean;2.5;NA;mgN/L;FALSE;salinity range;NA;Rver2;seasonal
11803;NEA;TW;TW-NEA11;IE;IEGBNIIENB;Orthophosphate;Median;60;NA;µgP/L;FALSE;salinity range;NA;Rver2;annual
5649;NEA;TW;TW-NEA11;BE;O2zout;Total Inorganic N;winter;0.49;NA;mgN/L;FALSE;salinity range;NA;Rver2;seasonal
7116;NEA;TW;TW-NEA11;UK;SAL=35CT;Dissolved oxygen;5th percentile;4;NA;mg/L;NA;NA;NA;Rver2;quantile
6734;NEA;TW;TW-NEA11;UK;ALL;Total Inorganic N;Regression;0.42;NA;mgN/L;NA;NA;NA;Rver2;other
6622;NEA;TW;TW-NEA11;UK;ALL;Total Inorganic N;winter;0.42;NA;mgN/L;NA;NA;NA;Rver2;seasonal
11616;NEA;TW;TW-NEA11;PT;PTRH3;Orthophosphate;90th percentile;100;NA;µgP/L;FALSE;salinity range;NA;Rver2;quantile
6849;NEA;TW;TW-NEA11;UK;CLET;Total Inorganic N;winter;0.42;NA;mgN/L;NA;NA;NA;Rver2;seasonal
6754;NEA;TW;TW-NEA11;UK;SAL=35CT;Dissolved oxygen;5th percentile;4;NA;mg/L;NA;NA;NA;Rver2;quantile
5605;NEA;TW;TW-NEA11;BE;O1o;Dissolved oxygen;10th percentile;5;NA;mg/L;FALSE;salinity range;NA;Rver2;quantile
5648;NEA;TW;TW-NEA11;BE;O1o;TP;growth season mean;140;NA;µgP/L;FALSE;salinity range;NA;Rver2;seasonal
6805;NEA;TW;TW-NEA11;UK;SAL=35CT;Dissolved oxygen;5th percentile;4;NA;mg/L;NA;NA;NA;Rver2;quantile
6806;NEA;TW;TW-NEA11;UK;SAL<35CT;Dissolved oxygen;5th percentile;4.16;4.86;mg/L;TRUE;salinity range;NA;Rver2;quantile
11617;NEA;TW;TW-NEA11;PT;PTRH3;Orthophosphate;90th percentile;60;NA;µgP/L;FALSE;salinity range;NA;Rver2;quantile
11613;NEA;TW;TW-NEA11;PT;PTRH2;Orthophosphate;90th percentile;60;NA;µgP/L;FALSE;salinity range;NA;Rver2;quantile
7002;NEA;TW;TW-NEA11;UK;CLET;Total Inorganic N;winter;0.42;NA;mgN/L;NA;NA;NA;Rver2;seasonal
6593;NEA;TW;TW-NEA11;UK;ALL;Dissolved oxygen;5th percentile;4.13;4.86;mg/L;TRUE;salinity range;NA;Rver2;quantile
11579;NEA;TW;TW-NEA11;PT;PTRH2;Nitrate as N;90th percentile;0.3;NA;mgN/L;FALSE;salinity range;NA;Rver2;quantile
11498;NEA;TW;TW-NEA11;IE;IEGBNIIENW;% oxygen saturation;5th percentile;70;NA;PC02;FALSE;NA;samples are a mix of surface and bottom samples;Rver2;quantile
6629;NEA;TW;TW-NEA11;UK;SAL=35CT;Dissolved oxygen;5th percentile;4;NA;mg/L;NA;NA;NA;Rver2;quantile
5606;NEA;TW;TW-NEA11;BE;O2zout;Dissolved oxygen;10th percentile;6;NA;mg/L;FALSE;salinity range;NA;Rver2;quantile
6797;NEA;TW;TW-NEA11;UK;VTURT;Total Inorganic N;99th percentile;3.782;NA;mgN/L;NA;NA;NA;Rver2;quantile
6900;NEA;TW;TW-NEA11;UK;CLET;Total Inorganic N;winter;0.42;NA;mgN/L;NA;NA;NA;Rver2;seasonal
7102;NEA;TW;TW-NEA11;UK;TURT;Total Inorganic N;99th percentile;2.521;NA;mgN/L;NA;NA;NA;Rver2;quantile
6672;NEA;TW;TW-NEA11;UK;VTURT;Total Inorganic N;99th percentile;3.782;NA;mgN/L;NA;NA;NA;Rver2;quantile
7115;NEA;TW;TW-NEA11;UK;SAL<35CT;Dissolved oxygen;5th percentile;4.16;4.86;mg/L;TRUE;salinity range;NA;Rver2;quantile
6908;NEA;TW;TW-NEA11;UK;SAL<35CT;Dissolved oxygen;5th percentile;4.16;4.86;mg/L;TRUE;salinity range;NA;Rver2;quantile
11615;NEA;TW;TW-NEA11;PT;PTRH3;Orthophosphate;90th percentile;50;NA;µgP/L;FALSE;salinity range;NA;Rver2;quantile
6732;NEA;TW;TW-NEA11;UK;ALL;Dissolved oxygen;5th percentile;4;NA;mg/L;NA;NA;NA;Rver2;quantile
7010;NEA;TW;TW-NEA11;UK;SAL<35CT;Dissolved oxygen;5th percentile;4.16;4.86;mg/L;TRUE;salinity range;NA;Rver2;quantile
11497;NEA;TW;TW-NEA11;IE;IEGBNIIENB;% oxygen saturation;5th percentile;70;NA;PC02;FALSE;NA;samples are a mix of surface and bottom samples;Rver2;quantile
11582;NEA;TW;TW-NEA11;PT;PTRH2;Nitrate as N;90th percentile;1;NA;mgN/L;FALSE;salinity range;NA;Rver2;quantile
6897;NEA;TW;TW-NEA11;UK;ITURT;Total Inorganic N;99th percentile;0.98;NA;mgN/L;NA;NA;NA;Rver2;quantile
6899;NEA;TW;TW-NEA11;UK;VTURT;Total Inorganic N;99th percentile;3.782;NA;mgN/L;NA;NA;NA;Rver2;quantile
7061;NEA;TW;TW-NEA11;UK;SAL<35CT;Dissolved oxygen;5th percentile;4.16;4.86;mg/L;TRUE;salinity range;NA;Rver2;quantile
6796;NEA;TW;TW-NEA11;UK;TURT;Total Inorganic N;99th percentile;2.521;NA;mgN/L;NA;NA;NA;Rver2;quantile
7101;NEA;TW;TW-NEA11;UK;ITURT;Total Inorganic N;99th percentile;0.98;NA;mgN/L;NA;NA;NA;Rver2;quantile
7103;NEA;TW;TW-NEA11;UK;VTURT;Total Inorganic N;99th percentile;3.782;NA;mgN/L;NA;NA;NA;Rver2;quantile
7104;NEA;TW;TW-NEA11;UK;CLET;Total Inorganic N;winter;0.42;NA;mgN/L;NA;NA;NA;Rver2;seasonal
11521;NEA;TW;TW-NEA11;NL;ALL;% oxygen saturation;winter;60;NA;PC02;FALSE;NA;NA;Rver2;seasonal
6722;NEA;TW;TW-NEA11;UK;ALL;Total Inorganic N;Regression;0.42;NA;mgN/L;NA;NA;NA;Rver2;other
6590;NEA;TW;TW-NEA11;UK;ALL;Total Inorganic N;winter;0.42;NA;mgN/L;NA;NA;NA;Rver2;seasonal
11614;NEA;TW;TW-NEA11;PT;PTRH2;Orthophosphate;90th percentile;110;NA;µgP/L;FALSE;salinity range;NA;Rver2;quantile
6677;NEA;TW;TW-NEA11;UK;ALL;Dissolved oxygen;5th percentile;4;NA;mg/L;NA;NA;NA;Rver2;quantile
6755;NEA;TW;TW-NEA11;UK;SAL<35CT;Dissolved oxygen;5th percentile;4.16;4.86;mg/L;TRUE;salinity range;NA;Rver2;quantile
11499;NEA;TW;TW-NEA11;IE;IEROI;% oxygen saturation;5th percentile;70;NA;PC02;FALSE;NA;samples are a mix of surface and bottom samples;Rver2;quantile
6795;NEA;TW;TW-NEA11;UK;ITURT;Total Inorganic N;99th percentile;0.98;NA;mgN/L;NA;NA;NA;Rver2;quantile
6898;NEA;TW;TW-NEA11;UK;TURT;Total Inorganic N;99th percentile;2.521;NA;mgN/L;NA;NA;NA;Rver2;quantile
11463;NEA;TW;TW-NEA11;BE;O1b;Total Inorganic N;winter;0.49;NA;mgN/L;FALSE;salinity range;NA;Rver2;seasonal
11464;NEA;TW;TW-NEA11;BE;O1b;Orthophosphate;AA-EQS;70;NA;µgP/L;FALSE;salinity range;NA;Rver2;annual
6671;NEA;TW;TW-NEA11;UK;TURT;Total Inorganic N;99th percentile;2.521;NA;mgN/L;NA;NA;NA;Rver2;quantile
6907;NEA;TW;TW-NEA11;UK;SAL=35CT;Dissolved oxygen;5th percentile;4;NA;mg/L;NA;NA;NA;Rver2;quantile
11491;NEA;TW;TW-NEA11;FR;FRH;Total Inorganic N;AA-EQS;0.462;NA;mgN/L;FALSE;NA;NA;Rver2;annual
11612;NEA;TW;TW-NEA11;PT;PTRH2;Orthophosphate;90th percentile;100;NA;µgP/L;FALSE;salinity range;NA;Rver2;quantile
6673;NEA;TW;TW-NEA11;UK;CLET;Total Inorganic N;winter;0.42;NA;mgN/L;NA;NA;NA;Rver2;seasonal
7053;NEA;TW;TW-NEA11;UK;CLET;Total Inorganic N;winter;0.42;NA;mgN/L;NA;NA;NA;Rver2;seasonal
11618;NEA;TW;TW-NEA11;PT;PTRH3;Orthophosphate;90th percentile;110;NA;µgP/L;FALSE;salinity range;NA;Rver2;quantile
10700;NEA;TW;TW-NEA11;IE;IEROI;% oxygen saturation;95th percentile;130;NA;PC02;FALSE;NA;samples are a mix of surface and bottom samples;Rver2;quantile
7166;NEA;TW;TW-NEA11;UK;TURC;Total Inorganic N;99th percentile;2.521;NA;mgN/L;NA;NA;NA;Rver2;quantile
6798;NEA;TW;TW-NEA11;UK;CLET;Total Inorganic N;winter;0.42;NA;mgN/L;NA;NA;NA;Rver2;seasonal
7060;NEA;TW;TW-NEA11;UK;SAL=35CT;Dissolved oxygen;5th percentile;4;NA;mg/L;NA;NA;NA;Rver2;quantile
11610;NEA;TW;TW-NEA11;PT;PTRH1;Orthophosphate;90th percentile;110;NA;µgP/L;FALSE;salinity range;NA;Rver2;quantile
7000;NEA;TW;TW-NEA11;UK;TURT;Total Inorganic N;99th percentile;2.521;NA;mgN/L;NA;NA;NA;Rver2;quantile
11586;NEA;TW;TW-NEA11;PT;PTRH3;Nitrate as N;90th percentile;1;NA;mgN/L;FALSE;salinity range;NA;Rver2;quantile
11465;NEA;TW;TW-NEA11;BE;O2zout;Orthophosphate;AA-EQS;70;NA;µgP/L;FALSE;salinity range;NA;Rver2;annual
7181;NEA;TW;TW-NEA11;UK;SAL=35CT;Dissolved oxygen;5th percentile;4;NA;mg/L;NA;NA;NA;Rver2;quantile
7050;NEA;TW;TW-NEA11;UK;ITURT;Total Inorganic N;99th percentile;0.98;NA;mgN/L;NA;NA;NA;Rver2;quantile
11581;NEA;TW;TW-NEA11;PT;PTRH2;Nitrate as N;90th percentile;0.5;NA;mgN/L;FALSE;salinity range;NA;Rver2;quantile
6608;NEA;TW;TW-NEA11;UK;ALL;Dissolved oxygen;5th percentile;4.13;4.86;mg/L;TRUE;salinity range;NA;Rver2;quantile
11578;NEA;TW;TW-NEA11;PT;PTRH1;Nitrate as N;90th percentile;1;NA;mgN/L;FALSE;salinity range;NA;Rver2;quantile
11488;NEA;TW;TW-NEA11;FR;FRA;Total Inorganic N;AA-EQS;0.462;NA;mgN/L;FALSE;NA;NA;Rver2;annual
6670;NEA;TW;TW-NEA11;UK;ITURT;Total Inorganic N;99th percentile;0.98;NA;mgN/L;NA;NA;NA;Rver2;quantile
11461;NEA;TW;TW-NEA11;BE;O1o;Nitrate as N;90th percentile;5.65;NA;mgN/L;FALSE;salinity range;NA;Rver2;quantile
6630;NEA;TW;TW-NEA11;UK;SAL<35CT;Dissolved oxygen;5th percentile;4.16;4.86;mg/L;TRUE;salinity range;NA;Rver2;quantile
7001;NEA;TW;TW-NEA11;UK;VTURT;Total Inorganic N;99th percentile;3.782;NA;mgN/L;NA;NA;NA;Rver2;quantile
6857;NEA;TW;TW-NEA11;UK;SAL<35CT;Dissolved oxygen;5th percentile;4.16;4.86;mg/L;TRUE;salinity range;NA;Rver2;quantile
11522;NEA;TW;TW-NEA11;NL;ALL;TN;winter;0.46;NA;mgN/L;FALSE;salinity range;NA;Rver2;seasonal
7284;NEA;TW;TW-NEA11;UK;VTURT;Total Inorganic N;99th percentile;3.782;NA;mgN/L;NA;NA;NA;Rver2;quantile
7228;NEA;TW;TW-NEA11;UK;CLET;Total Inorganic N;winter;0.42;NA;mgN/L;NA;NA;NA;Rver2;seasonal
11584;NEA;TW;TW-NEA11;PT;PTRH3;Nitrate as N;90th percentile;0.6;NA;mgN/L;FALSE;salinity range;NA;Rver2;quantile
7164;NEA;TW;TW-NEA11;UK;ITURC;Total Inorganic N;99th percentile;0.98;NA;mgN/L;NA;NA;NA;Rver2;quantile
10679;NEA;TW;TW-NEA11;IE;IEGBNIIENB;Orthophosphate;Median;40;60;µgP/L;TRUE;salinity range;samples are a mix of surface and bottom samples;Rver2;annual
7052;NEA;TW;TW-NEA11;UK;VTURT;Total Inorganic N;99th percentile;3.782;NA;mgN/L;NA;NA;NA;Rver2;quantile
7169;NEA;TW;TW-NEA11;UK;VTURT;Total Inorganic N;99th percentile;3.782;NA;mgN/L;NA;NA;NA;Rver2;quantile
7283;NEA;TW;TW-NEA11;UK;TURT;Total Inorganic N;99th percentile;2.521;NA;mgN/L;NA;NA;NA;Rver2;quantile
7051;NEA;TW;TW-NEA11;UK;TURT;Total Inorganic N;99th percentile;2.521;NA;mgN/L;NA;NA;NA;Rver2;quantile
11611;NEA;TW;TW-NEA11;PT;PTRH2;Orthophosphate;90th percentile;50;NA;µgP/L;FALSE;salinity range;NA;Rver2;quantile
6949;NEA;TW;TW-NEA11;UK;TURT;Total Inorganic N;99th percentile;2.521;NA;mgN/L;NA;NA;NA;Rver2;quantile
11490;NEA;TW;TW-NEA11;FR;FRG;Total Inorganic N;AA-EQS;0.462;NA;mgN/L;FALSE;NA;NA;Rver2;annual
7165;NEA;TW;TW-NEA11;UK;ITURT;Total Inorganic N;99th percentile;0.98;NA;mgN/L;NA;NA;NA;Rver2;quantile
7180;NEA;TW;TW-NEA11;UK;SAL<35CT;Dissolved oxygen;5th percentile;4.16;4.86;mg/L;TRUE;salinity range;NA;Rver2;quantile
11487;NEA;TW;TW-NEA11;FR;FRA;Total Inorganic N;AA-EQS;0.406;NA;mgN/L;FALSE;NA;NA;Rver2;annual
6702;NEA;TW;TW-NEA11;UK;ALL;Dissolved oxygen;5th percentile;4;NA;mg/L;NA;NA;NA;Rver2;quantile
