All.obs;GIG;Cat;ICcode.TRAC;Country;NatType;physChemText;SumMetric;ValueStd;ValueUpStd;UnitUsed;RangeRep;ReasonRange;DepthZone;Ver.r;MetricType
11162;NEA;CW;CW-NEA1/26;UK;SAL<35CT;Dissolved oxygen;5th percentile;4.16;4.86;mg/L;TRUE;salinity range;NA;Rver2;quantile
7227;NEA;CW;CW-NEA1/26;UK;CLEC;Total Inorganic N;winter;0.252;NA;mgN/L;NA;NA;NA;Rver2;seasonal
11125;NEA;CW;CW-NEA1/26;UK;SAL=35CT;Dissolved oxygen;5th percentile;4;NA;mg/L;NA;NA;NA;Rver2;quantile
11148;NEA;CW;CW-NEA1/26;UK;ITURT;Total Inorganic N;99th percentile;0.98;NA;mgN/L;NA;NA;NA;Rver2;quantile
11145;NEA;CW;CW-NEA1/26;UK;SAL<35CT;Dissolved oxygen;5th percentile;4.16;4.86;mg/L;TRUE;salinity range;NA;Rver2;quantile
8763;NEA;CW;CW-NEA1/26;BE;Type 2;Dissolved oxygen;minimum;6;NA;mg/L;FALSE;NA;NA;Rver2;quantile
6998;NEA;CW;CW-NEA1/26;UK;CLEC;Total Inorganic N;winter;0.252;NA;mgN/L;NA;NA;NA;Rver2;seasonal
11163;NEA;CW;CW-NEA1/26;UK;ITURT;Total Inorganic N;99th percentile;0.98;NA;mgN/L;NA;NA;NA;Rver2;quantile
7100;NEA;CW;CW-NEA1/26;UK;CLEC;Total Inorganic N;winter;0.252;NA;mgN/L;NA;NA;NA;Rver2;seasonal
11146;NEA;CW;CW-NEA1/26;UK;SAL=35CT;Dissolved oxygen;5th percentile;4;NA;mg/L;NA;NA;NA;Rver2;quantile
11136;NEA;CW;CW-NEA1/26;UK;SAL<35CT;Dissolved oxygen;5th percentile;4.16;4.86;mg/L;TRUE;salinity range;NA;Rver2;quantile
11431;NEA;CW;CW-NEA1/26;PT;PTRH5A;Orthophosphate;90th percentile;20;NA;µgP/L;FALSE;NA;NA;Rver2;quantile
11133;NEA;CW;CW-NEA1/26;UK;TURT;Total Inorganic N;99th percentile;2.521;NA;mgN/L;NA;NA;NA;Rver2;quantile
11149;NEA;CW;CW-NEA1/26;UK;TURC;Total Inorganic N;99th percentile;2.521;NA;mgN/L;NA;NA;NA;Rver2;quantile
11158;NEA;CW;CW-NEA1/26;UK;TURT;Total Inorganic N;99th percentile;2.521;NA;mgN/L;NA;NA;NA;Rver2;quantile
11132;NEA;CW;CW-NEA1/26;UK;ITURT;Total Inorganic N;99th percentile;0.98;NA;mgN/L;NA;NA;NA;Rver2;quantile
11135;NEA;CW;CW-NEA1/26;UK;SAL=35CT;Dissolved oxygen;5th percentile;4;NA;mg/L;NA;NA;NA;Rver2;quantile
11430;NEA;CW;CW-NEA1/26;PT;PTRH5A;Orthophosphate;90th percentile;20;NA;µgP/L;FALSE;NA;NA;Rver2;quantile
6721;NEA;CW;CW-NEA1/26;UK;ALL;Total Inorganic N;Regression;0.252;NA;mgN/L;NA;NA;NA;Rver2;other
8764;NEA;CW;CW-NEA1/26;BE;Type 2;Total Inorganic N;MAC-EQS;0.21;NA;mgN/L;FALSE;NA;NA;Rver2;quantile
7281;NEA;CW;CW-NEA1/26;UK;CLEC;Total Inorganic N;winter;0.252;NA;mgN/L;NA;NA;NA;Rver2;seasonal
11769;NEA;CW;CW-NEA10;SE;3;Orthophosphate;winter;8.673059164;22.92165636;µgP/L;TRUE;salinity range;NA;Rver2;seasonal
11744;NEA;CW;CW-NEA10;SE;3;TP;summer;12.07976679;17.03556855;µgP/L;TRUE;salinity range;NA;Rver2;seasonal
11719;NEA;CW;CW-NEA10;SE;3;TP;winter;16.72583094;29.42507295;µgP/L;TRUE;salinity range;NA;Rver2;seasonal
11669;NEA;CW;CW-NEA10;SE;3;TN;summer;0.17788509;0.25352127;mgN/L;TRUE;salinity range;NA;Rver2;seasonal
11644;NEA;CW;CW-NEA10;SE;3;TN;winter;0.33756147;0.40899564;mgN/L;TRUE;salinity range;NA;Rver2;seasonal
11694;NEA;CW;CW-NEA10;SE;3;Total Inorganic N;winter;0.12465963;0.17928576;mgN/L;TRUE;salinity range;NA;Rver2;seasonal
11101;NEA;CW;CW-NEA7;UK;ALL;Dissolved oxygen;5th percentile;4;NA;mg/L;NA;NA;NA;Rver2;quantile
11103;NEA;CW;CW-NEA7;UK;ALL;Dissolved oxygen;5th percentile;4;NA;mg/L;NA;NA;NA;Rver2;quantile
6707;NEA;CW;CW-NEA7;UK;ALL;Total Inorganic N;winter;0.21;NA;mgN/L;NA;NA;NA;Rver2;seasonal
6686;NEA;CW;CW-NEA7;UK;ALL;Dissolved oxygen;5th percentile;4.13;4.86;mg/L;TRUE;salinity range;NA;Rver2;quantile
6684;NEA;CW;CW-NEA7;UK;ALL;Total Inorganic N;winter;0.21;NA;mgN/L;NA;NA;NA;Rver2;seasonal
6709;NEA;CW;CW-NEA7;UK;ALL;Dissolved oxygen;5th percentile;4.13;4.86;mg/L;TRUE;salinity range;NA;Rver2;quantile
11691;NEA;CW;CW-NEA8a;SE;1n;Total Inorganic N;winter;0.12465963;0.17928576;mgN/L;TRUE;salinity range;NA;Rver2;seasonal
11641;NEA;CW;CW-NEA8a;SE;1n;TN;winter;0.33756147;0.40899564;mgN/L;TRUE;salinity range;NA;Rver2;seasonal
11766;NEA;CW;CW-NEA8a;SE;1n;Orthophosphate;winter;8.673059164;22.92165636;µgP/L;TRUE;salinity range;NA;Rver2;seasonal
11741;NEA;CW;CW-NEA8a;SE;1n;TP;summer;12.07976679;17.03556855;µgP/L;TRUE;salinity range;NA;Rver2;seasonal
11716;NEA;CW;CW-NEA8a;SE;1n;TP;winter;16.72583094;29.42507295;µgP/L;TRUE;salinity range;NA;Rver2;seasonal
11666;NEA;CW;CW-NEA8a;SE;1n;TN;summer;0.17788509;0.25352127;mgN/L;TRUE;salinity range;NA;Rver2;seasonal
11695;NEA;CW;CW-NEA8b;SE;4;Total Inorganic N;winter;0.07703685;0.26332596;mgN/L;TRUE;salinity range;NA;Rver2;seasonal
11646;NEA;CW;CW-NEA8b;SE;5;TN;winter;0.30954807;NA;mgN/L;FALSE;salinity range;NA;Rver2;seasonal
11647;NEA;CW;CW-NEA8b;SE;6;TN;winter;0.30954807;NA;mgN/L;FALSE;salinity range;NA;Rver2;seasonal
11771;NEA;CW;CW-NEA8b;SE;5;Orthophosphate;winter;11.77058029;18.27537467;µgP/L;TRUE;salinity range;NA;Rver2;seasonal
11747;NEA;CW;CW-NEA8b;SE;6;TP;summer;12.69924201;17.65504377;µgP/L;TRUE;salinity range;NA;Rver2;seasonal
11696;NEA;CW;CW-NEA8b;SE;5;Total Inorganic N;winter;0.04762278;NA;mgN/L;FALSE;salinity range;NA;Rver2;seasonal
11667;NEA;CW;CW-NEA8b;SE;1s;TN;summer;0.21850452;0.39078693;mgN/L;TRUE;salinity range;NA;Rver2;seasonal
11746;NEA;CW;CW-NEA8b;SE;5;TP;summer;12.69924201;17.65504377;µgP/L;TRUE;salinity range;NA;Rver2;seasonal
11670;NEA;CW;CW-NEA8b;SE;4;TN;summer;0.21850452;0.39078693;mgN/L;TRUE;salinity range;NA;Rver2;seasonal
11642;NEA;CW;CW-NEA8b;SE;1s;TN;winter;0.30114405;0.53505594;mgN/L;TRUE;salinity range;NA;Rver2;seasonal
11722;NEA;CW;CW-NEA8b;SE;6;TP;winter;19.20373182;27.56664729;µgP/L;TRUE;salinity range;NA;Rver2;seasonal
11697;NEA;CW;CW-NEA8b;SE;6;Total Inorganic N;winter;0.04762278;NA;mgN/L;FALSE;salinity range;NA;Rver2;seasonal
11772;NEA;CW;CW-NEA8b;SE;6;Orthophosphate;winter;11.77058029;18.27537467;µgP/L;TRUE;salinity range;NA;Rver2;seasonal
11645;NEA;CW;CW-NEA8b;SE;4;TN;winter;0.30114405;0.53505594;mgN/L;TRUE;salinity range;NA;Rver2;seasonal
11767;NEA;CW;CW-NEA8b;SE;1s;Orthophosphate;winter;9.29256339;18.58512678;µgP/L;TRUE;salinity range;NA;Rver2;seasonal
11770;NEA;CW;CW-NEA8b;SE;4;Orthophosphate;winter;9.29256339;18.58512678;µgP/L;TRUE;salinity range;NA;Rver2;seasonal
11742;NEA;CW;CW-NEA8b;SE;1s;TP;summer;13.93819245;17.65504377;µgP/L;TRUE;salinity range;NA;Rver2;seasonal
11720;NEA;CW;CW-NEA8b;SE;4;TP;winter;19.20373182;27.8763849;µgP/L;TRUE;salinity range;NA;Rver2;seasonal
11721;NEA;CW;CW-NEA8b;SE;5;TP;winter;19.20373182;27.56664729;µgP/L;TRUE;salinity range;NA;Rver2;seasonal
11692;NEA;CW;CW-NEA8b;SE;1s;Total Inorganic N;winter;0.07703685;0.26332596;mgN/L;TRUE;salinity range;NA;Rver2;seasonal
11717;NEA;CW;CW-NEA8b;SE;1s;TP;winter;19.20373182;27.8763849;µgP/L;TRUE;salinity range;NA;Rver2;seasonal
11671;NEA;CW;CW-NEA8b;SE;5;TN;summer;0.21850452;0.27733266;mgN/L;TRUE;salinity range;NA;Rver2;seasonal
11672;NEA;CW;CW-NEA8b;SE;6;TN;summer;0.21850452;0.27733266;mgN/L;TRUE;salinity range;NA;Rver2;seasonal
11745;NEA;CW;CW-NEA8b;SE;4;TP;summer;13.93819245;17.65504377;µgP/L;TRUE;salinity range;NA;Rver2;seasonal
11668;NEA;CW;CW-NEA9;SE;2;TN;summer;0.17788509;0.25352127;mgN/L;TRUE;salinity range;NA;Rver2;seasonal
11693;NEA;CW;CW-NEA9;SE;2;Total Inorganic N;winter;0.12465963;0.17928576;mgN/L;TRUE;salinity range;NA;Rver2;seasonal
11718;NEA;CW;CW-NEA9;SE;2;TP;winter;16.72583094;29.42507295;µgP/L;TRUE;salinity range;NA;Rver2;seasonal
11643;NEA;CW;CW-NEA9;SE;2;TN;winter;0.33756147;0.40899564;mgN/L;TRUE;salinity range;NA;Rver2;seasonal
11743;NEA;CW;CW-NEA9;SE;2;TP;summer;12.07976679;17.03556855;µgP/L;TRUE;salinity range;NA;Rver2;seasonal
11768;NEA;CW;CW-NEA9;SE;2;Orthophosphate;winter;8.673059164;22.92165636;µgP/L;TRUE;salinity range;NA;Rver2;seasonal
11090;MED;CW;CW-Type_IIA;FR;FRD;Dissolved oxygen;10th percentile;3;NA;mg/L;FALSE;NA;NA;Rver2;quantile
8660;MED;CW;CW-Type_IIA_Adriatic;HR;HRJ;Total Inorganic N;Median;0.21;NA;mgN/L;FALSE;NA;NA;Rver2;annual
8652;MED;CW;CW-Type_IIA_Adriatic;HR;HRJ;% oxygen saturation;Median;150;NA;PC02;FALSE;NA;Surf;Rver2;annual
9305;MED;CW;CW-Type_IIA_Adriatic;SI;SIRBD2;TP;AGM_int_c;13;NA;µgP/L;FALSE;NA;Other;Rver2;annual
8645;MED;CW;CW-Type_IIA_Adriatic;HR;HRJ;Orthophosphate;Median;7.744;7.74380283;µgP/L;FALSE;NA;NA;Rver2;annual
8633;MED;CW;CW-Type_IIA_Adriatic;HR;HRJ;Secchi disk depth;Median;5;NA;m;FALSE;NA;NA;Rver2;annual
8649;MED;CW;CW-Type_IIA_Adriatic;HR;HRJ;TP;Median;18.584;18.5842566;µgP/L;FALSE;NA;NA;Rver2;annual
8661;MED;CW;CW-Type_IIA_Adriatic;HR;HRJ;Total Inorganic N;Median;0.14;NA;mgN/L;FALSE;NA;NA;Rver2;annual
9304;MED;CW;CW-Type_IIA_Adriatic;SI;SIRBD2;Orthophosphate;AGM_int_c;4.6;NA;µgP/L;FALSE;NA;Other;Rver2;annual
11088;MED;CW;CW-Type_IIA_Adriatic;HR;HRJ;% oxygen saturation;Median;40;NA;PC02;FALSE;NA;Bottom;Rver2;annual
9303;MED;CW;CW-Type_IIA_Adriatic;SI;SIRBD2;Nitrate as N;AGM_int_c;0.035;NA;mgN/L;FALSE;NA;Other;Rver2;annual
11382;MED;CW;CW-Type_IIIE;GR;Greek nat type;TP;AA-EQS;9.292;NA;µgP/L;FALSE;NA;NA;Rver2;annual
11379;MED;CW;CW-Type_IIIE;GR;Greek nat type;Nitrate as N;AA-EQS;0.014;NA;mgN/L;FALSE;NA;NA;Rver2;annual
8728;MED;CW;CW-Type_IIIE;CY;CY001;Nitrate as N;AA-EQS;0.05;0.294;mgN/L;TRUE;subType;NA;Rver2;annual
8725;MED;CW;CW-Type_IIIE;CY;CY001;Dissolved oxygen;AA-EQS;4;9;mg/L;TRUE;High low;NA;Rver2;annual
11381;MED;CW;CW-Type_IIIE;GR;Greek nat type;Orthophosphate;AA-EQS;3.098;NA;µgP/L;FALSE;NA;NA;Rver2;annual
8731;MED;CW;CW-Type_IIIE;CY;CY001;Orthophosphate;AA-EQS;30;165;µgP/L;TRUE;subType;NA;Rver2;annual
11380;MED;CW;CW-Type_IIIE;GR;Greek nat type;TN;AA-EQS;0.112;NA;mgN/L;FALSE;NA;NA;Rver2;annual
9355;MED;CW;CW-Type_IIIW;FR;FRD;Dissolved oxygen;10th percentile;3;NA;mg/L;FALSE;NA;NA;Rver2;quantile
9481;MED;CW;CW-Type_Island-W;FR;FRE;Dissolved oxygen;10th percentile;3;NA;mg/L;FALSE;NA;NA;Rver2;quantile
11454;NEA;CW;inapplicable;NO;ALL;TP;winter;24;NA;µgP/L;FALSE;salinity range;Surf;Rver2;seasonal
9372;MED;TW;inapplicable;FR;FRD;TP;90th percentile;92.921;NA;µgP/L;FALSE;NA;NA;Rver2;quantile
11459;NEA;CW;inapplicable;NO;ALL;Secchi disk depth;summer;6;NA;m;FALSE;salinity range;Surf;Rver2;seasonal
11453;NEA;CW;inapplicable;NO;ALL;TP;summer;15.5;NA;µgP/L;FALSE;salinity range;Surf;Rver2;seasonal
9376;MED;TW;inapplicable;FR;FRD;Orthophosphate;90th percentile;30.975;NA;µgP/L;FALSE;NA;NA;Rver2;quantile
9040;BAL;TW;inapplicable;LV;LVLUBA;Orthophosphate;winter;27.878;NA;µgP/L;FALSE;NA;NA;Rver2;seasonal
4902;BAL;CW;inapplicable;FI;FIVHA3;Secchi disk depth;summer;3.6;NA;m;FALSE;NA;Surf;Rver2;seasonal
11457;NEA;CW;inapplicable;NO;ALL;Orthophosphate;summer;6.5;NA;µgP/L;FALSE;salinity range;Surf;Rver2;seasonal
11587;NEA;TW;inapplicable;PT;PTRH4A;Nitrate as N;90th percentile;0.3;NA;mgN/L;FALSE;salinity range;NA;Rver2;quantile
9411;NEA;TW;inapplicable;FR;FRH;Dissolved oxygen;10th percentile;3;NA;mg/L;FALSE;NA;NA;Rver2;quantile
11468;NEA;TW;inapplicable;DE;T2;TN;AA-EQS;1;NA;mgN/L;FALSE;NA;NA;Rver2;annual
5006;BAL;CW;inapplicable;FI;FIVHA3;TP;summer;23;NA;µgP/L;FALSE;NA;Surf;Rver2;seasonal
11470;NEA;TW;inapplicable;DE;T3;Total Inorganic N;winter;0.8;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
9470;NEA;TW;inapplicable;FR;FRF;Dissolved oxygen;10th percentile;3;NA;mg/L;FALSE;NA;NA;Rver2;quantile
11472;NEA;TW;inapplicable;DE;T4;TP;AA-EQS;45;NA;µgP/L;FALSE;NA;NA;Rver2;annual
4956;BAL;CW;inapplicable;FI;FIVHA3;TN;summer;0.325;NA;mgN/L;FALSE;NA;Surf;Rver2;seasonal
9496;MED;TW;inapplicable;FR;FRE;TP;90th percentile;92.921;NA;µgP/L;FALSE;NA;NA;Rver2;quantile
11476;NEA;TW;inapplicable;ES;ALL;Orthophosphate;AA-EQS;0.036;NA;µgP/L;FALSE;NA;NA;Rver2;annual
9498;MED;TW;inapplicable;FR;FRE;Total Inorganic N;90th percentile;0.084;NA;mgN/L;FALSE;NA;NA;Rver2;quantile
11452;NEA;CW;inapplicable;NO;ALL;TP;winter;25;NA;µgP/L;FALSE;salinity range;Surf;Rver2;seasonal
4804;BAL;CW;inapplicable;FI;FIVHA2;Secchi disk depth;summer;3.6;NA;m;FALSE;NA;Surf;Rver2;seasonal
11440;NEA;CW;inapplicable;NO;ALL;TN;winter;0.38;NA;mgN/L;FALSE;salinity range;Surf;Rver2;seasonal
11441;NEA;CW;inapplicable;NO;ALL;TN;summer;0.337;NA;mgN/L;FALSE;salinity range;Surf;Rver2;seasonal
11442;NEA;CW;inapplicable;NO;ALL;TN;winter;0.398;NA;mgN/L;FALSE;salinity range;Surf;Rver2;seasonal
4853;BAL;CW;inapplicable;FI;FIVHA2;TN;summer;0.325;NA;mgN/L;FALSE;NA;Surf;Rver2;seasonal
11444;NEA;CW;inapplicable;NO;ALL;% oxygen saturation;AA-EQS;50;NA;PC02;FALSE;salinity range;Bottom;Rver2;annual
11445;NEA;CW;inapplicable;NO;ALL;Nitrate as N;summer;0.023;NA;mgN/L;FALSE;salinity range;Surf;Rver2;seasonal
9036;BAL;TW;inapplicable;LV;LVLUBA;Secchi disk depth;summer;3;NA;m;FALSE;NA;NA;Rver2;seasonal
4898;BAL;CW;inapplicable;FI;FIVHA2;TP;summer;23;NA;µgP/L;FALSE;NA;Surf;Rver2;seasonal
9038;BAL;TW;inapplicable;LV;LVLUBA;Nitrate as N;winter;0.196;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
10584;BAL;CW;inapplicable;DE;B3;TN;AA-EQS;0.2;0.27;mgN/L;TRUE;subType;NA;Rver2;annual
10585;BAL;CW;inapplicable;DE;B4;TN;AA-EQS;0.21;NA;mgN/L;FALSE;NA;NA;Rver2;annual
10586;BAL;CW;inapplicable;DE;B2;TP;AA-EQS;16;34;µgP/L;TRUE;subType;NA;Rver2;annual
10587;BAL;CW;inapplicable;DE;B3;TP;AA-EQS;13.6;20;µgP/L;TRUE;subType;NA;Rver2;annual
10589;BAL;CW;inapplicable;DE;B4;TP;AA-EQS;15.5;NA;µgP/L;FALSE;NA;NA;Rver2;annual
5652;BAL;CW;inapplicable;FI;FIWDA;Secchi disk depth;summer;3.7;NA;m;FALSE;NA;NA;Rver2;seasonal
10598;NEA;CW;inapplicable;DE;N4;TN;AA-EQS;0.56;NA;mgN/L;FALSE;NA;NA;Rver2;annual
10599;NEA;CW;inapplicable;DE;N2;TP;AA-EQS;31;NA;µgP/L;FALSE;NA;NA;Rver2;annual
10600;NEA;CW;inapplicable;DE;N4;TP;AA-EQS;36;NA;µgP/L;FALSE;NA;NA;Rver2;annual
10601;NEA;CW;inapplicable;DE;N2;Total Inorganic N;winter;0.26;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
5657;BAL;CW;inapplicable;FI;FIWDA;TN;summer;0.312;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
5658;BAL;CW;inapplicable;FI;FIWDA;TP;summer;22;NA;µgP/L;FALSE;NA;NA;Rver2;seasonal
10613;NEA;CW;inapplicable;DE;N5;TP;AA-EQS;30;NA;µgP/L;FALSE;NA;NA;Rver2;annual
10615;NEA;CW;inapplicable;DE;N5;Total Inorganic N;winter;0.19;NA;mgN/L;FALSE;NA;NA;Rver2;seasonal
5797;BLA;TW;inapplicable;RO;RO1000;Secchi disk depth;AA-EQS;0.5;1;m;TRUE;subType;NA;Rver2;annual
5800;BLA;TW;inapplicable;RO;RO1000;Dissolved oxygen;AA-EQS;6.2;9;mg/L;TRUE;High low;NA;Rver2;annual
5801;BLA;TW;inapplicable;RO;RO1000;Orthophosphate;AA-EQS;30;NA;µgP/L;FALSE;NA;NA;Rver2;annual
5802;BLA;TW;inapplicable;RO;RO1000;Nitrate as N;AA-EQS;0.339;NA;mgN/L;FALSE;NA;NA;Rver2;annual
5805;BLA;TW;inapplicable;RO;RO1000;Secchi disk depth;AA-EQS;2.3;3;m;TRUE;subType;NA;Rver2;annual
5808;BLA;TW;inapplicable;RO;RO1000;Dissolved oxygen;AA-EQS;6.2;9;mg/L;TRUE;High low;NA;Rver2;annual
5809;BLA;TW;inapplicable;RO;RO1000;Orthophosphate;AA-EQS;9.293;13.939;µgP/L;TRUE;subType;NA;Rver2;annual
5810;BLA;TW;inapplicable;RO;RO1000;Nitrate as N;AA-EQS;0.339;NA;mgN/L;FALSE;NA;NA;Rver2;annual
5813;BLA;CW;inapplicable;RO;RO1000;Secchi disk depth;AA-EQS;5.6;7.5;m;TRUE;subType;NA;Rver2;annual
5816;BLA;CW;inapplicable;RO;RO1000;Dissolved oxygen;AA-EQS;6.2;9;mg/L;TRUE;High low;NA;Rver2;annual
5817;BLA;CW;inapplicable;RO;RO1000;Orthophosphate;AA-EQS;6.195;9.293;µgP/L;TRUE;subType;NA;Rver2;annual
5818;BLA;CW;inapplicable;RO;RO1000;Nitrate as N;AA-EQS;0.339;NA;mgN/L;FALSE;NA;NA;Rver2;annual
11006;NEA;CW;inapplicable;NO;ALL;TN;summer;0.33;NA;mgN/L;FALSE;salinity range;Surf;Rver2;seasonal
11517;BAL;TW;inapplicable;LT;LT1100;TP;summer;60;80;µgP/L;TRUE;salinity range;Surf;Rver2;seasonal
11518;BAL;TW;inapplicable;LT;LT1100;TP;summer;37;53;µgP/L;TRUE;salinity range;Surf;Rver2;seasonal
11519;BAL;TW;inapplicable;LT;LT1100;TP;summer;15;26;µgP/L;TRUE;salinity range;Surf;Rver2;seasonal
6011;BLA;TW;inapplicable;RO;RO1000;% oxygen saturation;AA-EQS;80;100;PC02;TRUE;High low;NA;Rver2;annual
6012;BLA;TW;inapplicable;RO;RO1000;% oxygen saturation;AA-EQS;60;80;PC02;TRUE;High low;Bottom;Rver2;annual
7303;NEA;TW;inapplicable;PT;PTRH9;Nitrate as N;95th percentile;0.452;NA;mgN/L;FALSE;NA;NA;Rver2;quantile
7304;NEA;TW;inapplicable;PT;PTRH9;TP;95th percentile;70;NA;µgP/L;FALSE;NA;NA;Rver2;quantile
11281;MED;CW;inapplicable;ES;ALL;Nitrate as N;AA-EQS;0.051;NA;mgN/L;FALSE;NA;Medium zone, more than 200 m from the coast;Rver2;annual
11282;MED;CW;inapplicable;ES;ALL;Orthophosphate;AA-EQS;23.547;NA;µgP/L;FALSE;NA;Near zone, from 0 to 200 m from the coast;Rver2;annual
11283;MED;CW;inapplicable;ES;ALL;Orthophosphate;AA-EQS;11.774;NA;µgP/L;FALSE;NA;Medium zone, more than 200 m from the coast;Rver2;annual
6554;BAL;CW;inapplicable;EE;EE1;Secchi disk depth;summer;5.7;6.5;m;FALSE;NA;NA;Rver2;seasonal
6558;BAL;CW;inapplicable;EE;EE1;Dissolved oxygen;Median;NA;NA;mg/L;FALSE;NA;NA;Rver2;annual
6564;BAL;CW;inapplicable;EE;EE1;Nitrate as N;AA-EQS;NA;NA;mgN/L;FALSE;NA;NA;Rver2;annual
6569;BAL;CW;inapplicable;EE;EE1;TN;summer;0.24;6;mgN/L;FALSE;NA;Other;Rver2;seasonal
6570;BAL;CW;inapplicable;EE;EE1;Orthophosphate;AA-EQS;NA;NA;µgP/L;FALSE;NA;NA;Rver2;annual
6571;BAL;CW;inapplicable;EE;EE1;TP;summer;7;100;µgP/L;FALSE;NA;Other;Rver2;seasonal
11534;BAL;TW;inapplicable;PL;PL6000;Secchi disk depth;AA-EQS;1.1;NA;m;FALSE;NA;NA;Rver2;annual
11535;BAL;TW;inapplicable;PL;PL6000;Dissolved oxygen;summer minimum;4.2;NA;mg/L;FALSE;NA;NA;Rver2;seasonal
11537;BAL;TW;inapplicable;PL;PL6000;% oxygen saturation;maximum;80;120;PC02;TRUE;High low;surf;Rver2;quantile
11540;BAL;TW;inapplicable;PL;PL6000;Nitrate as N;AA-EQS;0.9;NA;mgN/L;FALSE;NA;NA;Rver2;annual
11541;BAL;TW;inapplicable;PL;PL6000;TN;AA-EQS;1.9;NA;mgN/L;FALSE;NA;NA;Rver2;annual
11542;BAL;TW;inapplicable;PL;PL6000;Orthophosphate;AA-EQS;90;NA;µgP/L;FALSE;NA;NA;Rver2;annual
11543;BAL;TW;inapplicable;PL;PL6000;TP;AA-EQS;150;NA;µgP/L;FALSE;NA;NA;Rver2;annual
11544;BAL;TW;inapplicable;PL;PL6000;Total Inorganic N;AA-EQS;1.05;NA;mgN/L;FALSE;NA;NA;Rver2;annual
11545;BAL;TW;inapplicable;PL;PL2000;Secchi disk depth;AA-EQS;1.5;NA;m;FALSE;NA;NA;Rver2;annual
11546;BAL;TW;inapplicable;PL;PL2000;Dissolved oxygen;summer minimum;4.2;NA;mg/L;FALSE;NA;Bottom;Rver2;seasonal
11548;BAL;TW;inapplicable;PL;PL2000;% oxygen saturation;maximum;80;120;PC02;TRUE;High low;surf;Rver2;quantile
11550;BAL;TW;inapplicable;PL;PL2000;Nitrate as N;AA-EQS;0.011;NA;mgN/L;FALSE;NA;NA;Rver2;annual
11551;BAL;TW;inapplicable;PL;PL2000;TN;AA-EQS;0.3;NA;mgN/L;FALSE;NA;NA;Rver2;annual
11552;BAL;TW;inapplicable;PL;PL2000;Orthophosphate;AA-EQS;3;NA;µgP/L;FALSE;NA;NA;Rver2;annual
11553;BAL;TW;inapplicable;PL;PL2000;TP;AA-EQS;30;NA;µgP/L;FALSE;NA;NA;Rver2;annual
11554;BAL;TW;inapplicable;PL;PL2000;Total Inorganic N;AA-EQS;0.026;NA;mgN/L;FALSE;NA;NA;Rver2;annual
11555;BAL;TW;inapplicable;PL;PL2000;Secchi disk depth;AA-EQS;3.6;NA;m;FALSE;NA;NA;Rver2;annual
11556;BAL;TW;inapplicable;PL;PL2000;Dissolved oxygen;summer minimum;4.2;NA;mg/L;FALSE;NA;Bottom;Rver2;seasonal
11558;BAL;TW;inapplicable;PL;PL2000;% oxygen saturation;maximum;80;120;PC02;TRUE;High low;surf;Rver2;quantile
11560;BAL;TW;inapplicable;PL;PL2000;Nitrate as N;AA-EQS;0.12;NA;mgN/L;FALSE;NA;NA;Rver2;annual
11561;BAL;TW;inapplicable;PL;PL2000;TN;AA-EQS;0.4;NA;mgN/L;FALSE;NA;NA;Rver2;annual
11562;BAL;TW;inapplicable;PL;PL2000;Orthophosphate;AA-EQS;18;NA;µgP/L;FALSE;NA;NA;Rver2;annual
11563;BAL;TW;inapplicable;PL;PL2000;TP;AA-EQS;35;NA;µgP/L;FALSE;NA;NA;Rver2;annual
11564;BAL;TW;inapplicable;PL;PL2000;Total Inorganic N;AA-EQS;0.15;NA;mgN/L;FALSE;NA;NA;Rver2;annual
11565;BAL;TW;inapplicable;PL;PL2000;Secchi disk depth;AA-EQS;2.8;NA;m;FALSE;NA;NA;Rver2;annual
11566;BAL;TW;inapplicable;PL;PL2000;Dissolved oxygen;summer minimum;4.2;NA;mg/L;FALSE;NA;Bottom;Rver2;seasonal
11568;BAL;TW;inapplicable;PL;PL2000;% oxygen saturation;maximum;80;120;PC02;TRUE;High low;surf;Rver2;quantile
11570;BAL;TW;inapplicable;PL;PL2000;Nitrate as N;AA-EQS;0.17;NA;mgN/L;FALSE;NA;NA;Rver2;annual
11571;BAL;TW;inapplicable;PL;PL2000;TN;AA-EQS;0.4;NA;mgN/L;FALSE;NA;NA;Rver2;annual
11572;BAL;TW;inapplicable;PL;PL2000;Orthophosphate;AA-EQS;35;NA;µgP/L;FALSE;NA;NA;Rver2;annual
11573;BAL;TW;inapplicable;PL;PL2000;TP;AA-EQS;45;NA;µgP/L;FALSE;NA;NA;Rver2;annual
11574;BAL;TW;inapplicable;PL;PL2000;Total Inorganic N;AA-EQS;0.225;NA;mgN/L;FALSE;NA;NA;Rver2;annual
11335;NEA;CW;inapplicable;ES;ALL;TP;AA-EQS;800;NA;mg/Kg (sed.);FALSE;NA;NA;Rver2;annual
11338;NEA;CW;inapplicable;ES;ALL;% oxygen saturation;AA-EQS;40;NA;PC02;FALSE;NA;NA;Rver2;annual
9374;MED;TW;inapplicable;FR;FRD;Total Inorganic N;90th percentile;0.084;NA;mgN/L;FALSE;NA;NA;Rver2;quantile
