"All.obs","uniqueID","TypeCode","Country","RBD","physChemQECode","physChemQE","physChemCategoryRW","physChemCategoryLW","physChemValue","StandardValue","UnitOfMeasure","physChemStandard2","physChemGMBoundary","surfaceWaterBodyIntercalibrationTypeCode","surfaceWaterBodyIntercalibrationType","Type","Value","ValueUp","physChemText","Factor","UnitUsed","ValueStd","ValueUpStd","physChemCategoryCW","ICcodeCW","ICtypeCW","MarineRegion","GIG","physChemCategoryTW","ICcodeTW","ICtypeTW","Ver"
689,1242,"M1a|NL38_7G","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","No","Yes","<= 0.22","0.22","mg{P}/L","AA-EQS","Yes","","","M1A","0.22",NA,"TP",1000,"ugP/L",220,NA,"No","","","","","No","","","Ver7e"
690,1243,"M1a|NL38_7G","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","No","Yes","<= 2.4","2.4","mg{N}/L","AA-EQS","Yes","","","M1A","2.4",NA,"TN",1,"mgN/L",2.4,NA,"No","","","","","No","","","Ver7e"
691,1244,"R14|NL38_8F","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","Yes","No","<= 25","25","Cel","MAC-EQS","Yes","","","R14","25",NA,"Temperature",1,"Cel",25,NA,"No","","","","","No","","","Ver7e"
692,1245,"R14|NL38_8F","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","Yes","No",">= 80 | <= 120","80-120","%{oxygenSaturation}","AA-EQS","Yes","","","R14","80","120","% oxygen saturation",1,"PC02",80,120,"No","","","","","No","","","Ver7e"
693,1246,"R14|NL38_8F","NL","NLMS",11,"QE3-1-5-2 - pH","Yes","No",">= 5.5 | <= 8.5","5.5-8.5","[pH]","MAC-EQS","Yes","","","R14","5.5","8.5","pH",1,"pH",5.5,8.5,"No","","","","","No","","","Ver7e"
694,1247,"R14|NL38_8F","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","Yes","No","<= 150","150","mg/L","AA-EQS","Yes","","","R14","150",NA,"Chloride",1,"mg/L",150,NA,"No","","","","","No","","","Ver7e"
695,1248,"R14|NL38_8F","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","No","<= 0.11","0.11","mg{P}/L","AA-EQS","Yes","","","R14","0.11",NA,"TP",1000,"ugP/L",110,NA,"No","","","","","No","","","Ver7e"
696,1249,"R14|NL38_8F","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","Yes","No","<= 2.3","2.3","mg{N}/L","AA-EQS","Yes","","","R14","2.3",NA,"TN",1,"mgN/L",2.3,NA,"No","","","","","No","","","Ver7e"
697,1250,"M1a|NL38_8G","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","No","Yes","<= 25","25","Cel","MAC-EQS","Yes","","","M1A","25",NA,"Temperature",1,"Cel",25,NA,"No","","","","","No","","","Ver7e"
698,1251,"M1a|NL38_8G","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","No","Yes",">= 35 | <= 120","35-120","%{oxygenSaturation}","AA-EQS","Yes","","","M1A","35","120","% oxygen saturation",1,"PC02",35,120,"No","","","","","No","","","Ver7e"
699,1252,"M1a|NL38_8G","NL","NLMS",11,"QE3-1-5-2 - pH","No","Yes",">= 5.5 | <= 8.5","5.5-8.5","[pH]","MAC-EQS","Yes","","","M1A","5.5","8.5","pH",1,"pH",5.5,8.5,"No","","","","","No","","","Ver7e"
700,1253,"M1a|NL38_8G","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","No","Yes","<= 150","150","mg/L","AA-EQS","Yes","","","M1A","150",NA,"Chloride",1,"mg/L",150,NA,"No","","","","","No","","","Ver7e"
701,1254,"M1a|NL38_8G","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","No","Yes","<= 0.22","0.22","mg{P}/L","AA-EQS","Yes","","","M1A","0.22",NA,"TP",1000,"ugP/L",220,NA,"No","","","","","No","","","Ver7e"
702,1255,"M1a|NL38_8G","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","No","Yes","<= 2.4","2.4","mg{N}/L","AA-EQS","Yes","","","M1A","2.4",NA,"TN",1,"mgN/L",2.4,NA,"No","","","","","No","","","Ver7e"
703,1256,"R5|NL38_8I","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","Yes","No","<= 25","25","Cel","MAC-EQS","Yes","","","R5","25",NA,"Temperature",1,"Cel",25,NA,"No","","","","","No","","","Ver7e"
704,1257,"R5|NL38_8I","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","Yes","No",">= 70 | <= 120","70-120","%{oxygenSaturation}","AA-EQS","Yes","","","R5","70","120","% oxygen saturation",1,"PC02",70,120,"No","","","","","No","","","Ver7e"
705,1258,"R5|NL38_8I","NL","NLMS",11,"QE3-1-5-2 - pH","Yes","No",">= 5.5 | <= 8.5","5.5-8.5","[pH]","MAC-EQS","Yes","","","R5","5.5","8.5","pH",1,"pH",5.5,8.5,"No","","","","","No","","","Ver7e"
706,1259,"R5|NL38_8I","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","Yes","No","<= 150","150","mg/L","AA-EQS","Yes","","","R5","150",NA,"Chloride",1,"mg/L",150,NA,"No","","","","","No","","","Ver7e"
707,1260,"R5|NL38_8I","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","No","<= 0.11","0.11","mg{P}/L","AA-EQS","Yes","","","R5","0.11",NA,"TP",1000,"ugP/L",110,NA,"No","","","","","No","","","Ver7e"
708,1261,"R5|NL38_8I","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","Yes","No","<= 2.3","2.3","mg{N}/L","AA-EQS","Yes","","","R5","2.3",NA,"TN",1,"mgN/L",2.3,NA,"No","","","","","No","","","Ver7e"
709,1262,"R4|NL38_8J","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","Yes","No","<= 18","18","Cel","MAC-EQS","Yes","","","R4","18",NA,"Temperature",1,"Cel",18,NA,"No","","","","","No","","","Ver7e"
710,1263,"R4|NL38_8J","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","Yes","No",">= 50 | <= 100","50-100","%{oxygenSaturation}","AA-EQS","Yes","","","R4","50","100","% oxygen saturation",1,"PC02",50,100,"No","","","","","No","","","Ver7e"
711,1264,"R4|NL38_8J","NL","NLMS",11,"QE3-1-5-2 - pH","Yes","No",">= 4.5 | <= 8","4.5-8","[pH]","MAC-EQS","Yes","","","R4","4.5","8","pH",1,"pH",4.5,8,"No","","","","","No","","","Ver7e"
712,1265,"R4|NL38_8J","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","Yes","No","<= 40","40","mg/L","AA-EQS","Yes","","","R4","40",NA,"Chloride",1,"mg/L",40,NA,"No","","","","","No","","","Ver7e"
713,1266,"R4|NL38_8J","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","No","<= 0.11","0.11","mg{P}/L","AA-EQS","Yes","","","R4","0.11",NA,"TP",1000,"ugP/L",110,NA,"No","","","","","No","","","Ver7e"
714,1267,"R4|NL38_8J","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","Yes","No","<= 2.3","2.3","mg{N}/L","AA-EQS","Yes","","","R4","2.3",NA,"TN",1,"mgN/L",2.3,NA,"No","","","","","No","","","Ver7e"
715,1268,"M3|NL38_8K","NL","NLMS",1,"QE3-1-1-1 - Secchi disk depth","No","Yes",">= 0.65","0.65","m","AA-EQS","Yes","","","M3","0.65",NA,"Secchi disk depth",1,"m",0.65,NA,"No","","","","","No","","","Ver7e"
716,1269,"M3|NL38_8K","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","No","Yes","<= 25","25","Cel","MAC-EQS","Yes","","","M3","25",NA,"Temperature",1,"Cel",25,NA,"No","","","","","No","","","Ver7e"
717,1270,"M3|NL38_8K","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","No","Yes",">= 40 | <= 120","40-120","%{oxygenSaturation}","AA-EQS","Yes","","","M3","40","120","% oxygen saturation",1,"PC02",40,120,"No","","","","","No","","","Ver7e"
718,1271,"M3|NL38_8K","NL","NLMS",11,"QE3-1-5-2 - pH","No","Yes",">= 5.5 | <= 8.5","5.5-8.5","[pH]","MAC-EQS","Yes","","","M3","5.5","8.5","pH",1,"pH",5.5,8.5,"No","","","","","No","","","Ver7e"
719,1272,"M3|NL38_8K","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","No","Yes","<= 300","300","mg/L","AA-EQS","Yes","","","M3","300",NA,"Chloride",1,"mg/L",300,NA,"No","","","","","No","","","Ver7e"
720,1273,"M3|NL38_8K","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","No","Yes","<= 0.15","0.15","mg{P}/L","AA-EQS","Yes","","","M3","0.15",NA,"TP",1000,"ugP/L",150,NA,"No","","","","","No","","","Ver7e"
721,1274,"M3|NL38_8K","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","No","Yes","<= 2.8","2.8","mg{N}/L","AA-EQS","Yes","","","M3","2.8",NA,"TN",1,"mgN/L",2.8,NA,"No","","","","","No","","","Ver7e"
722,1275,"M1a|NL38_8O","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","No","Yes","<= 25","25","Cel","MAC-EQS","Yes","","","M1A","25",NA,"Temperature",1,"Cel",25,NA,"No","","","","","No","","","Ver7e"
723,1276,"M1a|NL38_8O","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","No","Yes",">= 35 | <= 120","35-120","%{oxygenSaturation}","AA-EQS","Yes","","","M1A","35","120","% oxygen saturation",1,"PC02",35,120,"No","","","","","No","","","Ver7e"
724,1277,"M1a|NL38_8O","NL","NLMS",11,"QE3-1-5-2 - pH","No","Yes",">= 5.5 | <= 8.5","5.5-8.5","[pH]","MAC-EQS","Yes","","","M1A","5.5","8.5","pH",1,"pH",5.5,8.5,"No","","","","","No","","","Ver7e"
725,1278,"M1a|NL38_8O","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","No","Yes","<= 150","150","mg/L","AA-EQS","Yes","","","M1A","150",NA,"Chloride",1,"mg/L",150,NA,"No","","","","","No","","","Ver7e"
726,1279,"M1a|NL38_8O","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","No","Yes","<= 0.22","0.22","mg{P}/L","AA-EQS","Yes","","","M1A","0.22",NA,"TP",1000,"ugP/L",220,NA,"No","","","","","No","","","Ver7e"
727,1280,"M1a|NL38_8O","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","No","Yes","<= 2.4","2.4","mg{N}/L","AA-EQS","Yes","","","M1A","2.4",NA,"TN",1,"mgN/L",2.4,NA,"No","","","","","No","","","Ver7e"
728,1281,"R5|NL38_8P","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","Yes","No","<= 25","25","Cel","MAC-EQS","Yes","","","R5","25",NA,"Temperature",1,"Cel",25,NA,"No","","","","","No","","","Ver7e"
729,1282,"R5|NL38_8P","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","Yes","No",">= 70 | <= 120","70-120","%{oxygenSaturation}","AA-EQS","Yes","","","R5","70","120","% oxygen saturation",1,"PC02",70,120,"No","","","","","No","","","Ver7e"
730,1283,"R5|NL38_8P","NL","NLMS",11,"QE3-1-5-2 - pH","Yes","No",">= 5.5 | <= 8.5","5.5-8.5","[pH]","MAC-EQS","Yes","","","R5","5.5","8.5","pH",1,"pH",5.5,8.5,"No","","","","","No","","","Ver7e"
731,1284,"R5|NL38_8P","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","Yes","No","<= 150","150","mg/L","AA-EQS","Yes","","","R5","150",NA,"Chloride",1,"mg/L",150,NA,"No","","","","","No","","","Ver7e"
732,1285,"R5|NL38_8P","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","No","<= 0.11","0.11","mg{P}/L","AA-EQS","Yes","","","R5","0.11",NA,"TP",1000,"ugP/L",110,NA,"No","","","","","No","","","Ver7e"
733,1286,"R5|NL38_8P","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","Yes","No","<= 2.3","2.3","mg{N}/L","AA-EQS","Yes","","","R5","2.3",NA,"TN",1,"mgN/L",2.3,NA,"No","","","","","No","","","Ver7e"
734,1287,"R5|NL38_8Q","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","Yes","No","<= 25","25","Cel","MAC-EQS","Yes","","","R5","25",NA,"Temperature",1,"Cel",25,NA,"No","","","","","No","","","Ver7e"
735,1288,"R5|NL38_8Q","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","Yes","No",">= 70 | <= 120","70-120","%{oxygenSaturation}","AA-EQS","Yes","","","R5","70","120","% oxygen saturation",1,"PC02",70,120,"No","","","","","No","","","Ver7e"
736,1289,"R5|NL38_8Q","NL","NLMS",11,"QE3-1-5-2 - pH","Yes","No",">= 5.5 | <= 8.5","5.5-8.5","[pH]","MAC-EQS","Yes","","","R5","5.5","8.5","pH",1,"pH",5.5,8.5,"No","","","","","No","","","Ver7e"
737,1290,"R5|NL38_8Q","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","Yes","No","<= 150","150","mg/L","AA-EQS","Yes","","","R5","150",NA,"Chloride",1,"mg/L",150,NA,"No","","","","","No","","","Ver7e"
738,1291,"R5|NL38_8Q","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","No","<= 0.11","0.11","mg{P}/L","AA-EQS","Yes","","","R5","0.11",NA,"TP",1000,"ugP/L",110,NA,"No","","","","","No","","","Ver7e"
739,1292,"R5|NL38_8Q","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","Yes","No","<= 2.3","2.3","mg{N}/L","AA-EQS","Yes","","","R5","2.3",NA,"TN",1,"mgN/L",2.3,NA,"No","","","","","No","","","Ver7e"
740,1293,"R4|NL38_8S","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","Yes","No","<= 18","18","Cel","MAC-EQS","Yes","","","R4","18",NA,"Temperature",1,"Cel",18,NA,"No","","","","","No","","","Ver7e"
741,1294,"R4|NL38_8S","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","Yes","No",">= 50 | <= 100","50-100","%{oxygenSaturation}","AA-EQS","Yes","","","R4","50","100","% oxygen saturation",1,"PC02",50,100,"No","","","","","No","","","Ver7e"
742,1295,"R4|NL38_8S","NL","NLMS",11,"QE3-1-5-2 - pH","Yes","No",">= 4.5 | <= 8","4.5-8","[pH]","MAC-EQS","Yes","","","R4","4.5","8","pH",1,"pH",4.5,8,"No","","","","","No","","","Ver7e"
743,1296,"R4|NL38_8S","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","Yes","No","<= 40","40","mg/L","AA-EQS","Yes","","","R4","40",NA,"Chloride",1,"mg/L",40,NA,"No","","","","","No","","","Ver7e"
744,1297,"R4|NL38_8S","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","No","<= 0.11","0.11","mg{P}/L","AA-EQS","Yes","","","R4","0.11",NA,"TP",1000,"ugP/L",110,NA,"No","","","","","No","","","Ver7e"
745,1298,"R4|NL38_8S","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","Yes","No","<= 2.3","2.3","mg{N}/L","AA-EQS","Yes","","","R4","2.3",NA,"TN",1,"mgN/L",2.3,NA,"No","","","","","No","","","Ver7e"
746,1299,"R4|NL38_8T","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","Yes","No","<= 18","18","Cel","MAC-EQS","Yes","","","R4","18",NA,"Temperature",1,"Cel",18,NA,"No","","","","","No","","","Ver7e"
747,1300,"R4|NL38_8T","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","Yes","No",">= 50 | <= 100","50-100","%{oxygenSaturation}","AA-EQS","Yes","","","R4","50","100","% oxygen saturation",1,"PC02",50,100,"No","","","","","No","","","Ver7e"
748,1301,"R4|NL38_8T","NL","NLMS",11,"QE3-1-5-2 - pH","Yes","No",">= 4.5 | <= 8","4.5-8","[pH]","MAC-EQS","Yes","","","R4","4.5","8","pH",1,"pH",4.5,8,"No","","","","","No","","","Ver7e"
749,1302,"R4|NL38_8T","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","Yes","No","<= 40","40","mg/L","AA-EQS","Yes","","","R4","40",NA,"Chloride",1,"mg/L",40,NA,"No","","","","","No","","","Ver7e"
750,1303,"R4|NL38_8T","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","No","<= 0.11","0.11","mg{P}/L","AA-EQS","Yes","","","R4","0.11",NA,"TP",1000,"ugP/L",110,NA,"No","","","","","No","","","Ver7e"
751,1304,"R4|NL38_8T","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","Yes","No","<= 2.3","2.3","mg{N}/L","AA-EQS","Yes","","","R4","2.3",NA,"TN",1,"mgN/L",2.3,NA,"No","","","","","No","","","Ver7e"
752,1305,"R4|NL38_8V","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","Yes","No","<= 18","18","Cel","MAC-EQS","Yes","","","R4","18",NA,"Temperature",1,"Cel",18,NA,"No","","","","","No","","","Ver7e"
753,1306,"R4|NL38_8V","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","Yes","No",">= 50 | <= 100","50-100","%{oxygenSaturation}","AA-EQS","Yes","","","R4","50","100","% oxygen saturation",1,"PC02",50,100,"No","","","","","No","","","Ver7e"
754,1307,"R4|NL38_8V","NL","NLMS",11,"QE3-1-5-2 - pH","Yes","No",">= 4.5 | <= 8","4.5-8","[pH]","MAC-EQS","Yes","","","R4","4.5","8","pH",1,"pH",4.5,8,"No","","","","","No","","","Ver7e"
755,1308,"R4|NL38_8V","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","Yes","No","<= 40","40","mg/L","AA-EQS","Yes","","","R4","40",NA,"Chloride",1,"mg/L",40,NA,"No","","","","","No","","","Ver7e"
756,1309,"R4|NL38_8V","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","No","<= 0.11","0.11","mg{P}/L","AA-EQS","Yes","","","R4","0.11",NA,"TP",1000,"ugP/L",110,NA,"No","","","","","No","","","Ver7e"
757,1310,"R4|NL38_8V","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","Yes","No","<= 2.3","2.3","mg{N}/L","AA-EQS","Yes","","","R4","2.3",NA,"TN",1,"mgN/L",2.3,NA,"No","","","","","No","","","Ver7e"
758,1311,"R4|NL57_AALS","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","Yes","No","<= 18","18","Cel","MAC-EQS","Yes","","","R4","18",NA,"Temperature",1,"Cel",18,NA,"No","","","","","No","","","Ver7e"
759,1312,"R4|NL57_AALS","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","Yes","No",">= 50 | <= 100","50-100","%{oxygenSaturation}","AA-EQS","Yes","","","R4","50","100","% oxygen saturation",1,"PC02",50,100,"No","","","","","No","","","Ver7e"
760,1313,"R4|NL57_AALS","NL","NLMS",11,"QE3-1-5-2 - pH","Yes","No",">= 4.5 | <= 8","4.5-8","[pH]","MAC-EQS","Yes","","","R4","4.5","8","pH",1,"pH",4.5,8,"No","","","","","No","","","Ver7e"
761,1314,"R4|NL57_AALS","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","Yes","No","<= 40","40","mg/L","AA-EQS","Yes","","","R4","40",NA,"Chloride",1,"mg/L",40,NA,"No","","","","","No","","","Ver7e"
762,1315,"R4|NL57_AALS","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","No","<= 0.11","0.11","mg{P}/L","AA-EQS","Yes","","","R4","0.11",NA,"TP",1000,"ugP/L",110,NA,"No","","","","","No","","","Ver7e"
763,1316,"R4|NL57_AALS","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","Yes","No","<= 2.3","2.3","mg{N}/L","AA-EQS","Yes","","","R4","2.3",NA,"TN",1,"mgN/L",2.3,NA,"No","","","","","No","","","Ver7e"
764,1317,"R4|NL57_AEF_ML","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","Yes","No","<= 18","18","Cel","MAC-EQS","Yes","","","R4","18",NA,"Temperature",1,"Cel",18,NA,"No","","","","","No","","","Ver7e"
765,1318,"R4|NL57_AEF_ML","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","Yes","No",">= 50 | <= 100","50-100","%{oxygenSaturation}","AA-EQS","Yes","","","R4","50","100","% oxygen saturation",1,"PC02",50,100,"No","","","","","No","","","Ver7e"
766,1319,"R4|NL57_AEF_ML","NL","NLMS",11,"QE3-1-5-2 - pH","Yes","No",">= 4.5 | <= 8","4.5-8","[pH]","MAC-EQS","Yes","","","R4","4.5","8","pH",1,"pH",4.5,8,"No","","","","","No","","","Ver7e"
767,1320,"R4|NL57_AEF_ML","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","Yes","No","<= 40","40","mg/L","AA-EQS","Yes","","","R4","40",NA,"Chloride",1,"mg/L",40,NA,"No","","","","","No","","","Ver7e"
768,1321,"R4|NL57_AEF_ML","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","No","<= 0.11","0.11","mg{P}/L","AA-EQS","Yes","","","R4","0.11",NA,"TP",1000,"ugP/L",110,NA,"No","","","","","No","","","Ver7e"
769,1322,"R4|NL57_AEF_ML","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","Yes","No","<= 2.3","2.3","mg{N}/L","AA-EQS","Yes","","","R4","2.3",NA,"TN",1,"mgN/L",2.3,NA,"No","","","","","No","","","Ver7e"
770,1323,"R4|NL57_AEF_NL","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","Yes","No","<= 18","18","Cel","MAC-EQS","Yes","","","R4","18",NA,"Temperature",1,"Cel",18,NA,"No","","","","","No","","","Ver7e"
771,1324,"R4|NL57_AEF_NL","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","Yes","No",">= 50 | <= 100","50-100","%{oxygenSaturation}","AA-EQS","Yes","","","R4","50","100","% oxygen saturation",1,"PC02",50,100,"No","","","","","No","","","Ver7e"
772,1325,"R4|NL57_AEF_NL","NL","NLMS",11,"QE3-1-5-2 - pH","Yes","No",">= 4.5 | <= 8","4.5-8","[pH]","MAC-EQS","Yes","","","R4","4.5","8","pH",1,"pH",4.5,8,"No","","","","","No","","","Ver7e"
773,1326,"R4|NL57_AEF_NL","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","Yes","No","<= 40","40","mg/L","AA-EQS","Yes","","","R4","40",NA,"Chloride",1,"mg/L",40,NA,"No","","","","","No","","","Ver7e"
774,1327,"R4|NL57_AEF_NL","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","No","<= 0.11","0.11","mg{P}/L","AA-EQS","Yes","","","R4","0.11",NA,"TP",1000,"ugP/L",110,NA,"No","","","","","No","","","Ver7e"
775,1328,"R4|NL57_AEF_NL","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","Yes","No","<= 2.3","2.3","mg{N}/L","AA-EQS","Yes","","","R4","2.3",NA,"TN",1,"mgN/L",2.3,NA,"No","","","","","No","","","Ver7e"
776,1329,"R5|NL57_ECKE","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","Yes","No","<= 25","25","Cel","MAC-EQS","Yes","","","R5","25",NA,"Temperature",1,"Cel",25,NA,"No","","","","","No","","","Ver7e"
777,1330,"R5|NL57_ECKE","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","Yes","No",">= 70 | <= 120","70-120","%{oxygenSaturation}","AA-EQS","Yes","","","R5","70","120","% oxygen saturation",1,"PC02",70,120,"No","","","","","No","","","Ver7e"
778,1331,"R5|NL57_ECKE","NL","NLMS",11,"QE3-1-5-2 - pH","Yes","No",">= 5.5 | <= 8.5","5.5-8.5","[pH]","MAC-EQS","Yes","","","R5","5.5","8.5","pH",1,"pH",5.5,8.5,"No","","","","","No","","","Ver7e"
779,1332,"R5|NL57_ECKE","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","Yes","No","<= 150","150","mg/L","AA-EQS","Yes","","","R5","150",NA,"Chloride",1,"mg/L",150,NA,"No","","","","","No","","","Ver7e"
780,1333,"R5|NL57_ECKE","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","No","<= 0.11","0.11","mg{P}/L","AA-EQS","Yes","","","R5","0.11",NA,"TP",1000,"ugP/L",110,NA,"No","","","","","No","","","Ver7e"
781,1334,"R5|NL57_ECKE","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","Yes","No","<= 2.3","2.3","mg{N}/L","AA-EQS","Yes","","","R5","2.3",NA,"TN",1,"mgN/L",2.3,NA,"No","","","","","No","","","Ver7e"
782,1335,"R5|NL57_EVER","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","Yes","No","<= 25","25","Cel","MAC-EQS","Yes","","","R5","25",NA,"Temperature",1,"Cel",25,NA,"No","","","","","No","","","Ver7e"
783,1336,"R5|NL57_EVER","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","Yes","No",">= 70 | <= 120","70-120","%{oxygenSaturation}","AA-EQS","Yes","","","R5","70","120","% oxygen saturation",1,"PC02",70,120,"No","","","","","No","","","Ver7e"
784,1337,"R5|NL57_EVER","NL","NLMS",11,"QE3-1-5-2 - pH","Yes","No",">= 5.5 | <= 8.5","5.5-8.5","[pH]","MAC-EQS","Yes","","","R5","5.5","8.5","pH",1,"pH",5.5,8.5,"No","","","","","No","","","Ver7e"
785,1338,"R5|NL57_EVER","NL","NLMS",9,"QE3-1-4-2 CAS_16887-00-6 Chloride","Yes","No","<= 150","150","mg/L","AA-EQS","Yes","","","R5","150",NA,"Chloride",1,"mg/L",150,NA,"No","","","","","No","","","Ver7e"
786,1339,"R5|NL57_EVER","NL","NLMS",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","No","<= 0.11","0.11","mg{P}/L","AA-EQS","Yes","","","R5","0.11",NA,"TP",1000,"ugP/L",110,NA,"No","","","","","No","","","Ver7e"
787,1340,"R5|NL57_EVER","NL","NLMS",17,"QE3-1-6-1-5 - Total Nitrogen","Yes","No","<= 2.3","2.3","mg{N}/L","AA-EQS","Yes","","","R5","2.3",NA,"TN",1,"mgN/L",2.3,NA,"No","","","","","No","","","Ver7e"
788,1341,"R14|NL57_GELD","NL","NLMS",3,"QE3-1-2-1 - Water temperature (Celsius)","Yes","No","<= 25","25","Cel","MAC-EQS","Yes","","","R14","25",NA,"Temperature",1,"Cel",25,NA,"No","","","","","No","","","Ver7e"
789,1342,"R14|NL57_GELD","NL","NLMS",5,"QE3-1-3-1 - Oxygen saturation (%)","Yes","No",">= 80 | <= 120","80-120","%{oxygenSaturation}","AA-EQS","Yes","","","R14","80","120","% oxygen saturation",1,"PC02",80,120,"No","","","","","No","","","Ver7e"
790,1343,"R14|NL57_GELD","NL","NLMS",11,"QE3-1-5-2 - pH","Yes","No",">= 5.5 | <= 8.5","5.5-8.5","[pH]","MAC-EQS","Yes","","","R14","5.5","8.5","pH",1,"pH",5.5,8.5,"No","","","","","No","","","Ver7e"
