"All.obs","uniqueID","TypeCode","Country","RBD","physChemQECode","physChemQE","physChemCategoryRW","physChemCategoryLW","physChemValue","StandardValue","UnitOfMeasure","physChemStandard2","physChemGMBoundary","surfaceWaterBodyIntercalibrationTypeCode","surfaceWaterBodyIntercalibrationType","Type","Value","ValueUp","physChemText","Factor","UnitUsed","ValueStd","ValueUpStd","physChemCategoryCW","ICcodeCW","ICtypeCW","MarineRegion","GIG","physChemCategoryTW","ICcodeTW","ICtypeTW","Ver"
5623,6241,"Awom","BE","BESCHELDE_VL",11,"QE3-1-5-2 - pH","No","Yes",">=6.5,<=8.5","6.5-8.5","[pH]","Minimum","Yes","LW-L-CB1","LW-L-CB1 - Central Baltic, lowland, shallow,  calcareous","AWOM","6.5","8.5","pH",1,"pH",6.5,8.5,"No","","","","","No","","","Ver7e"
5624,6242,"Bs","BE","BESCHELDE_VL",11,"QE3-1-5-2 - pH","No","Yes",">=7.5,<=9.0","7.5-9","[pH]","MAC-EQS","Yes","inapplicable","Inapplicable","BS","7.5","9","pH",1,"pH",7.5,9,"No","","","","","No","","","Ver7e"
5625,6243,"Bs","BE","BESCHELDE_VL",11,"QE3-1-5-2 - pH","No","Yes",">=7.5,<=9.0","7.5-9","[pH]","Minimum","Yes","inapplicable","Inapplicable","BS","7.5","9","pH",1,"pH",7.5,9,"No","","","","","No","","","Ver7e"
5626,6244,"BgK_5","BE","BESCHELDE_VL",11,"QE3-1-5-2 - pH","Yes","No",">=5.5,<=8.5","5.5-8.5","[pH]","MAC-EQS","Yes","","","BGK_5","5.5","8.5","pH",1,"pH",5.5,8.5,"No","","","","","No","","","Ver7e"
5627,6245,"BgK_5","BE","BESCHELDE_VL",11,"QE3-1-5-2 - pH","Yes","No",">=5.5,<=8.5","5.5-8.5","[pH]","Minimum","Yes","","","BGK_5","5.5","8.5","pH",1,"pH",5.5,8.5,"No","","","","","No","","","Ver7e"
5628,6246,"Rk_5","BE","BESCHELDE_VL",11,"QE3-1-5-2 - pH","Yes","No",">=6.5,<=8.5","6.5-8.5","[pH]","MAC-EQS","Yes","","","RK_5","6.5","8.5","pH",1,"pH",6.5,8.5,"No","","","","","No","","","Ver7e"
5629,6247,"Rk_5","BE","BESCHELDE_VL",11,"QE3-1-5-2 - pH","Yes","No",">=6.5,<=8.5","6.5-8.5","[pH]","Minimum","Yes","","","RK_5","6.5","8.5","pH",1,"pH",6.5,8.5,"No","","","","","No","","","Ver7e"
5630,6248,"Pb_4","BE","BESCHELDE_VL",11,"QE3-1-5-2 - pH","Yes","No",">=7,<=9","7-9","[pH]","MAC-EQS","Yes","","","PB_4","7","9","pH",1,"pH",7,9,"No","","","","","No","","","Ver7e"
5631,6249,"Pb_4","BE","BESCHELDE_VL",11,"QE3-1-5-2 - pH","Yes","No",">=7,<=9","7-9","[pH]","Minimum","Yes","","","PB_4","7","9","pH",1,"pH",7,9,"No","","","","","No","","","Ver7e"
5632,6250,"O1o_5","BE","BESCHELDE_VL",11,"QE3-1-5-2 - pH","No","No",">=7.0,<=9.0","7-9","[pH]","MAC-EQS","Yes","","","O1O_5","7","9","pH",1,"pH",7,9,"No","","","","","Yes","TW-NEA11","TW-NEA11 - North East Atlantic, transitional waters","Ver7e"
5633,6251,"O1o_5","BE","BESCHELDE_VL",11,"QE3-1-5-2 - pH","No","No",">=7.0,<=9.0","7-9","[pH]","Minimum","Yes","","","O1O_5","7","9","pH",1,"pH",7,9,"No","","","","","Yes","TW-NEA11","TW-NEA11 - North East Atlantic, transitional waters","Ver7e"
5634,6252,"O2zout","BE","BESCHELDE_VL",11,"QE3-1-5-2 - pH","No","No",">=7.5,<=9.0","7.5-9","[pH]","MAC-EQS","Yes","TW-NEA11","TW-NEA11 - North East Atlantic, transitional waters","O2ZOUT","7.5","9","pH",1,"pH",7.5,9,"No","","","","","Yes","TW-NEA11","TW-NEA11 - North East Atlantic, transitional waters","Ver7e"
5635,6253,"O2zout","BE","BESCHELDE_VL",11,"QE3-1-5-2 - pH","No","No",">=7.5,<=9.0","7.5-9","[pH]","Minimum","Yes","TW-NEA11","TW-NEA11 - North East Atlantic, transitional waters","O2ZOUT","7.5","9","pH",1,"pH",7.5,9,"No","","","","","Yes","TW-NEA11","TW-NEA11 - North East Atlantic, transitional waters","Ver7e"
5636,6254,"Awom","BE","BESCHELDE_VL",17,"QE3-1-6-1-5 - Total Nitrogen","No","Yes","<=1.0","1","mg{N}/L","summer","Yes","LW-L-CB1","LW-L-CB1 - Central Baltic, lowland, shallow,  calcareous","AWOM","1",NA,"TN",1,"mgN/L",1,NA,"No","","","","","No","","","Ver7e"
5637,6255,"Awe","BE","BESCHELDE_VL",17,"QE3-1-6-1-5 - Total Nitrogen","No","Yes","<=1.3","1.3","mg{N}/L","summer","Yes","LW-L-CB1","LW-L-CB1 - Central Baltic, lowland, shallow,  calcareous","AWE","1.3",NA,"TN",1,"mgN/L",1.3,NA,"No","","","","","No","","","Ver7e"
5638,6256,"Bzl_187","BE","BESCHELDE_VL",17,"QE3-1-6-1-5 - Total Nitrogen","No","Yes","<=1.8","1.8","mg{N}/L","summer","Yes","","","BZL_187","1.8",NA,"TN",1,"mgN/L",1.8,NA,"No","","","","","No","","","Ver7e"
5639,6257,"Rg_9","BE","BESCHELDE_VL",17,"QE3-1-6-1-5 - Total Nitrogen","Yes","No","<=2.5","2.5","mg{N}/L","summer","Yes","","","RG_9","2.5",NA,"TN",1,"mgN/L",2.5,NA,"No","","","","","No","","","Ver7e"
5640,6258,"Rk_5","BE","BESCHELDE_VL",17,"QE3-1-6-1-5 - Total Nitrogen","Yes","No","<=4","4","mg{N}/L","summer","Yes","","","RK_5","4",NA,"TN",1,"mgN/L",4,NA,"No","","","","","No","","","Ver7e"
5641,6259,"O1o_5","BE","BESCHELDE_VL",17,"QE3-1-6-1-5 - Total Nitrogen","No","No","<=2.5","2.5","mg{N}/L","summer","Yes","","","O1O_5","2.5",NA,"TN",1,"mgN/L",2.5,NA,"No","","","","","Yes","TW-NEA11","TW-NEA11 - North East Atlantic, transitional waters","Ver7e"
5642,6260,"Awom","BE","BESCHELDE_VL",19,"QE3-1-6-2-2 - Total Phosphorous","No","Yes","<=0.04","0.04","mg{P}/L","summer","Yes","LW-L-CB1","LW-L-CB1 - Central Baltic, lowland, shallow,  calcareous","AWOM","0.04",NA,"TP",1000,"ugP/L",40,NA,"No","","","","","No","","","Ver7e"
5643,6261,"Awe","BE","BESCHELDE_VL",19,"QE3-1-6-2-2 - Total Phosphorous","No","Yes","<=0.055","0.055","mg{P}/L","summer","Yes","LW-L-CB1","LW-L-CB1 - Central Baltic, lowland, shallow,  calcareous","AWE","0.055",NA,"TP",1000,"ugP/L",55,NA,"No","","","","","No","","","Ver7e"
5644,6262,"Ami","BE","BESCHELDE_VL",19,"QE3-1-6-2-2 - Total Phosphorous","No","Yes","<=0.07","0.07","mg{P}/L","summer","Yes","LW-L-CB2","LW-L-CB2 - Central Baltic, lowland, very shallow, calcareous","AMI","0.07",NA,"TP",1000,"ugP/L",70,NA,"No","","","","","No","","","Ver7e"
5645,6263,"Ai_4","BE","BESCHELDE_VL",19,"QE3-1-6-2-2 - Total Phosphorous","No","Yes","<=0.105","0.105","mg{P}/L","summer","Yes","","","AI_4","0.105",NA,"TP",1000,"ugP/L",105,NA,"No","","","","","No","","","Ver7e"
5646,6264,"Bzl_187","BE","BESCHELDE_VL",19,"QE3-1-6-2-2 - Total Phosphorous","No","Yes","<=0.11","0.11","mg{P}/L","summer","Yes","","","BZL_187","0.11",NA,"TP",1000,"ugP/L",110,NA,"No","","","","","No","","","Ver7e"
5647,6265,"Rk_5","BE","BESCHELDE_VL",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","No","<=0.14","0.14","mg{P}/L","summer","Yes","","","RK_5","0.14",NA,"TP",1000,"ugP/L",140,NA,"No","","","","","No","","","Ver7e"
5648,6266,"O1o_5","BE","BESCHELDE_VL",19,"QE3-1-6-2-2 - Total Phosphorous","No","No","<=0.14","0.14","mg{P}/L","summer","Yes","","","O1O_5","0.14",NA,"TP",1000,"ugP/L",140,NA,"No","","","","","Yes","TW-NEA11","TW-NEA11 - North East Atlantic, transitional waters","Ver7e"
5649,6267,"O2zout","BE","BESCHELDE_VL",21,"QE3-1-6-4 EEA_3161-05-5 Total inorganic nitrogen","No","No","<=0.49","0.49","mg{N}/L","winter","Yes","TW-NEA11","TW-NEA11 - North East Atlantic, transitional waters","O2ZOUT","0.49",NA,"Total Inorganic N",1,"mgN/L",0.49,NA,"No","","","","","Yes","TW-NEA11","TW-NEA11 - North East Atlantic, transitional waters","Ver7e"
5650,6418,"Rk","FI","FIWDA",17,"QE3-1-6-1-5 - Total Nitrogen","No","Yes","750","750","ug/L","AA-EQS","Yes","inapplicable","Inapplicable","RK","750",NA,"TN",0.001,"mgN/L",0.75,NA,"No","","","","","No","","","Ver7e"
5651,6419,"Rk","FI","FIWDA",19,"QE3-1-6-2-2 - Total Phosphorous","No","Yes","30","30","ug/L","AA-EQS","Yes","inapplicable","Inapplicable","RK","30",NA,"TP",1,"ugP/L",30,NA,"No","","","","","No","","","Ver7e"
5652,6420,"Aai","FI","FIWDA",1,"QE3-1-1-1 - Secchi disk depth","No","No","3.7","3.7","m","AA-EQS","Yes","inapplicable","Inapplicable","AAI","3.7",NA,"Secchi disk depth",1,"m",3.7,NA,"Yes","inapplicable","inapplicable","Baltic Sea","Baltic Sea","No","","","Ver7e"
5653,6421,"Aam","FI","FIWDA",1,"QE3-1-1-1 - Secchi disk depth","No","No","5.3","5.3","m","AA-EQS","Yes","inapplicable","Inapplicable","AAM","5.3",NA,"Secchi disk depth",1,"m",5.3,NA,"Yes","inapplicable","inapplicable","Baltic Sea","Baltic Sea","No","","","Ver7e"
5654,6422,"Aay","FI","FIWDA",1,"QE3-1-1-1 - Secchi disk depth","No","No","6.3","6.3","m","AA-EQS","Yes","inapplicable","Inapplicable","AAY","6.3",NA,"Secchi disk depth",1,"m",6.3,NA,"Yes","inapplicable","inapplicable","Baltic Sea","Baltic Sea","No","","","Ver7e"
5655,6423,"Aai","FI","FIWDA",17,"QE3-1-6-1-5 - Total Nitrogen","No","No","333","333","ug/L","AA-EQS","Yes","inapplicable","Inapplicable","AAI","333",NA,"TN",0.001,"mgN/L",0.333,NA,"Yes","inapplicable","inapplicable","Baltic Sea","Baltic Sea","No","","","Ver7e"
5656,6424,"Aam","FI","FIWDA",17,"QE3-1-6-1-5 - Total Nitrogen","No","No","319","319","ug/L","AA-EQS","Yes","inapplicable","Inapplicable","AAM","319",NA,"TN",0.001,"mgN/L",0.319,NA,"Yes","inapplicable","inapplicable","Baltic Sea","Baltic Sea","No","","","Ver7e"
5657,6425,"Aay","FI","FIWDA",17,"QE3-1-6-1-5 - Total Nitrogen","No","No","312","312","ug/L","AA-EQS","Yes","inapplicable","Inapplicable","AAY","312",NA,"TN",0.001,"mgN/L",0.312,NA,"Yes","inapplicable","inapplicable","Baltic Sea","Baltic Sea","No","","","Ver7e"
5658,6426,"Aai","FI","FIWDA",19,"QE3-1-6-2-2 - Total Phosphorous","No","No","22","22","ug/L","AA-EQS","Yes","inapplicable","Inapplicable","AAI","22",NA,"TP",1,"ugP/L",22,NA,"Yes","inapplicable","inapplicable","Baltic Sea","Baltic Sea","No","","","Ver7e"
5659,6427,"Aam","FI","FIWDA",19,"QE3-1-6-2-2 - Total Phosphorous","No","No","18","18","ug/L","AA-EQS","Yes","inapplicable","Inapplicable","AAM","18",NA,"TP",1,"ugP/L",18,NA,"Yes","inapplicable","inapplicable","Baltic Sea","Baltic Sea","No","","","Ver7e"
5660,6428,"Aay","FI","FIWDA",19,"QE3-1-6-2-2 - Total Phosphorous","No","No","15","15","ug/L","AA-EQS","Yes","inapplicable","Inapplicable","AAY","15",NA,"TP",1,"ugP/L",15,NA,"Yes","inapplicable","inapplicable","Baltic Sea","Baltic Sea","No","","","Ver7e"
5661,7382,"RO01","RO","RO1000",7,"QE3-1-3-3 EEA_3133-01-5 BOD5","Yes","Yes","4","4","mg/L","90th percentile","Yes","RW-R-E1","RW-R-E1 - Eastern Continental Carpathians, small to medium, mid-altitude (includes RW-R-E1a and RW-R-1b)","RO01","4",NA,"BOD5",1,"mg/L",4,NA,"No","","","","","No","","","Ver7e"
5662,7383,"RO01","RO","RO1000",16,"QE3-1-6-1-4 - Ammonium","Yes","Yes","0.21","0.21","mg/L","90th percentile","Yes","RW-R-E1","RW-R-E1 - Eastern Continental Carpathians, small to medium, mid-altitude (includes RW-R-E1a and RW-R-1b)","RO01","0.21",NA,"Ammonium N",1,"mgN/L",0.21,NA,"No","","","","","No","","","Ver7e"
5663,7384,"RO01","RO","RO1000",14,"QE3-1-6-1-2 - Nitrite","Yes","Yes","0.35","0.35","mg{NO2}/L","90th percentile","Yes","RW-R-E1","RW-R-E1 - Eastern Continental Carpathians, small to medium, mid-altitude (includes RW-R-E1a and RW-R-1b)","RO01","0.35",NA,"Nitrite as N",0.304347826,"mgN/L",0.1065217391,NA,"No","","","","","No","","","Ver7e"
5664,7385,"RO01","RO","RO1000",13,"QE3-1-6-1-1 - Nitrate","Yes","Yes","1.4","1.4","mg{NO3}/L","90th percentile","Yes","RW-R-E1","RW-R-E1 - Eastern Continental Carpathians, small to medium, mid-altitude (includes RW-R-E1a and RW-R-1b)","RO01","1.4",NA,"Nitrate as N",0.225806452,"mgN/L",0.3161290328,NA,"No","","","","","No","","","Ver7e"
5665,7386,"RO01","RO","RO1000",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","Yes","0.22","0.22","mg{P}/L","90th percentile","Yes","RW-R-E1","RW-R-E1 - Eastern Continental Carpathians, small to medium, mid-altitude (includes RW-R-E1a and RW-R-1b)","RO01","0.22",NA,"TP",1000,"ugP/L",220,NA,"No","","","","","No","","","Ver7e"
5666,7387,"RO01","RO","RO1000",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Yes","Yes","8","8","mg/L","10th percentile","Yes","RW-R-E1","RW-R-E1 - Eastern Continental Carpathians, small to medium, mid-altitude (includes RW-R-E1a and RW-R-1b)","RO01","8",NA,"Dissolved oxygen",1,"mg/L",8,NA,"No","","","","","No","","","Ver7e"
5667,7388,"RO02","RO","RO1000",16,"QE3-1-6-1-4 - Ammonium","Yes","Yes","0.21","0.21","mg{NH4}/L","90th percentile","Yes","inapplicable","Inapplicable","RO02","0.21",NA,"Ammonium N",0.777777778,"mgN/L",0.16333333338,NA,"No","","","","","No","","","Ver7e"
5668,7389,"RO02","RO","RO1000",14,"QE3-1-6-1-2 - Nitrite","Yes","Yes","0.35","0.35","mg{NO2}/L","90th percentile","Yes","inapplicable","Inapplicable","RO02","0.35",NA,"Nitrite as N",0.304347826,"mgN/L",0.1065217391,NA,"No","","","","","No","","","Ver7e"
5669,7390,"RO02","RO","RO1000",13,"QE3-1-6-1-1 - Nitrate","Yes","Yes","1.4","1.4","mg{NO3}/L","90th percentile","Yes","inapplicable","Inapplicable","RO02","1.4",NA,"Nitrate as N",0.225806452,"mgN/L",0.3161290328,NA,"No","","","","","No","","","Ver7e"
5670,7391,"RO02","RO","RO1000",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","Yes","0.22","0.22","mg{P}/L","90th percentile","Yes","inapplicable","Inapplicable","RO02","0.22",NA,"TP",1000,"ugP/L",220,NA,"No","","","","","No","","","Ver7e"
5671,7392,"RO02","RO","RO1000",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Yes","Yes","8","8","mg/L","10th percentile","Yes","inapplicable","Inapplicable","RO02","8",NA,"Dissolved oxygen",1,"mg/L",8,NA,"No","","","","","No","","","Ver7e"
5672,7393,"RO03","RO","RO1000",16,"QE3-1-6-1-4 - Ammonium","Yes","Yes","0.21","0.21","mg{NH4}/L","90th percentile","Yes","inapplicable","Inapplicable","RO03","0.21",NA,"Ammonium N",0.777777778,"mgN/L",0.16333333338,NA,"No","","","","","No","","","Ver7e"
5673,7394,"RO03","RO","RO1000",14,"QE3-1-6-1-2 - Nitrite","Yes","Yes","0.35","0.35","mg{NO2}/L","90th percentile","Yes","inapplicable","Inapplicable","RO03","0.35",NA,"Nitrite as N",0.304347826,"mgN/L",0.1065217391,NA,"No","","","","","No","","","Ver7e"
5674,7395,"RO03","RO","RO1000",13,"QE3-1-6-1-1 - Nitrate","Yes","Yes","1.4","1.4","mg{NO3}/L","90th percentile","Yes","inapplicable","Inapplicable","RO03","1.4",NA,"Nitrate as N",0.225806452,"mgN/L",0.3161290328,NA,"No","","","","","No","","","Ver7e"
5675,7396,"RO03","RO","RO1000",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","Yes","0.22","0.22","mg{P}/L","90th percentile","Yes","inapplicable","Inapplicable","RO03","0.22",NA,"TP",1000,"ugP/L",220,NA,"No","","","","","No","","","Ver7e"
5676,7397,"RO03","RO","RO1000",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Yes","Yes","7","7","mg/L","10th percentile","Yes","inapplicable","Inapplicable","RO03","7",NA,"Dissolved oxygen",1,"mg/L",7,NA,"No","","","","","No","","","Ver7e"
5677,7398,"RO04","RO","RO1000",16,"QE3-1-6-1-4 - Ammonium","Yes","Yes","0.5","0.5","mg{NH4}/L","90th percentile","Yes","inapplicable","Inapplicable","RO04","0.5",NA,"Ammonium N",0.777777778,"mgN/L",0.388888889,NA,"No","","","","","No","","","Ver7e"
5678,7398,"RO04","RO","RO1000",16,"QE3-1-6-1-4 - Ammonium","Yes","Yes","0.5","0.5","mg{NH4}/L","90th percentile","Yes","RW-R-E1","RW-R-E1 - Eastern Continental Carpathians, small to medium, mid-altitude (includes RW-R-E1a and RW-R-1b)","RO04","0.5",NA,"Ammonium N",0.777777778,"mgN/L",0.388888889,NA,"No","","","","","No","","","Ver7e"
5679,7398,"RO04","RO","RO1000",16,"QE3-1-6-1-4 - Ammonium","Yes","Yes","0.5","0.5","mg{NH4}/L","90th percentile","Yes","RW-R-E4","RW-R-E4 - Eastern Continental Plains, medium-sized, mid-altitude","RO04","0.5",NA,"Ammonium N",0.777777778,"mgN/L",0.388888889,NA,"No","","","","","No","","","Ver7e"
5680,7399,"RO04","RO","RO1000",14,"QE3-1-6-1-2 - Nitrite","Yes","Yes","0.35","0.35","mg{NO2}/L","90th percentile","Yes","inapplicable","Inapplicable","RO04","0.35",NA,"Nitrite as N",0.304347826,"mgN/L",0.1065217391,NA,"No","","","","","No","","","Ver7e"
5681,7399,"RO04","RO","RO1000",14,"QE3-1-6-1-2 - Nitrite","Yes","Yes","0.35","0.35","mg{NO2}/L","90th percentile","Yes","RW-R-E1","RW-R-E1 - Eastern Continental Carpathians, small to medium, mid-altitude (includes RW-R-E1a and RW-R-1b)","RO04","0.35",NA,"Nitrite as N",0.304347826,"mgN/L",0.1065217391,NA,"No","","","","","No","","","Ver7e"
5682,7399,"RO04","RO","RO1000",14,"QE3-1-6-1-2 - Nitrite","Yes","Yes","0.35","0.35","mg{NO2}/L","90th percentile","Yes","RW-R-E4","RW-R-E4 - Eastern Continental Plains, medium-sized, mid-altitude","RO04","0.35",NA,"Nitrite as N",0.304347826,"mgN/L",0.1065217391,NA,"No","","","","","No","","","Ver7e"
5683,7400,"RO04","RO","RO1000",13,"QE3-1-6-1-1 - Nitrate","Yes","Yes","2.2","2.2","mg{NO3}/L","90th percentile","Yes","inapplicable","Inapplicable","RO04","2.2",NA,"Nitrate as N",0.225806452,"mgN/L",0.4967741944,NA,"No","","","","","No","","","Ver7e"
5684,7400,"RO04","RO","RO1000",13,"QE3-1-6-1-1 - Nitrate","Yes","Yes","2.2","2.2","mg{NO3}/L","90th percentile","Yes","RW-R-E1","RW-R-E1 - Eastern Continental Carpathians, small to medium, mid-altitude (includes RW-R-E1a and RW-R-1b)","RO04","2.2",NA,"Nitrate as N",0.225806452,"mgN/L",0.4967741944,NA,"No","","","","","No","","","Ver7e"
5685,7400,"RO04","RO","RO1000",13,"QE3-1-6-1-1 - Nitrate","Yes","Yes","2.2","2.2","mg{NO3}/L","90th percentile","Yes","RW-R-E4","RW-R-E4 - Eastern Continental Plains, medium-sized, mid-altitude","RO04","2.2",NA,"Nitrate as N",0.225806452,"mgN/L",0.4967741944,NA,"No","","","","","No","","","Ver7e"
5686,7401,"RO04","RO","RO1000",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","Yes","0.3","0.3","mg{P}/L","90th percentile","Yes","inapplicable","Inapplicable","RO04","0.3",NA,"TP",1000,"ugP/L",300,NA,"No","","","","","No","","","Ver7e"
5687,7401,"RO04","RO","RO1000",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","Yes","0.3","0.3","mg{P}/L","90th percentile","Yes","RW-R-E1","RW-R-E1 - Eastern Continental Carpathians, small to medium, mid-altitude (includes RW-R-E1a and RW-R-1b)","RO04","0.3",NA,"TP",1000,"ugP/L",300,NA,"No","","","","","No","","","Ver7e"
5688,7401,"RO04","RO","RO1000",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","Yes","0.3","0.3","mg{P}/L","90th percentile","Yes","RW-R-E4","RW-R-E4 - Eastern Continental Plains, medium-sized, mid-altitude","RO04","0.3",NA,"TP",1000,"ugP/L",300,NA,"No","","","","","No","","","Ver7e"
5689,7402,"RO04","RO","RO1000",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Yes","Yes","7","7","mg/L","10th percentile","Yes","inapplicable","Inapplicable","RO04","7",NA,"Dissolved oxygen",1,"mg/L",7,NA,"No","","","","","No","","","Ver7e"
5690,7402,"RO04","RO","RO1000",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Yes","Yes","7","7","mg/L","10th percentile","Yes","RW-R-E1","RW-R-E1 - Eastern Continental Carpathians, small to medium, mid-altitude (includes RW-R-E1a and RW-R-1b)","RO04","7",NA,"Dissolved oxygen",1,"mg/L",7,NA,"No","","","","","No","","","Ver7e"
5691,7402,"RO04","RO","RO1000",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Yes","Yes","7","7","mg/L","10th percentile","Yes","RW-R-E4","RW-R-E4 - Eastern Continental Plains, medium-sized, mid-altitude","RO04","7",NA,"Dissolved oxygen",1,"mg/L",7,NA,"No","","","","","No","","","Ver7e"
5692,7403,"RO05","RO","RO1000",16,"QE3-1-6-1-4 - Ammonium","Yes","Yes","0.5","0.5","mg{NH4}/L","90th percentile","Yes","RW-R-EX4","RW-R-EX4 - Eastern Continental Large, mid-atitude","RO05","0.5",NA,"Ammonium N",0.777777778,"mgN/L",0.388888889,NA,"No","","","","","No","","","Ver7e"
5693,7404,"RO05","RO","RO1000",14,"QE3-1-6-1-2 - Nitrite","Yes","Yes","0.35","0.35","mg{NO2}/L","90th percentile","Yes","RW-R-EX4","RW-R-EX4 - Eastern Continental Large, mid-atitude","RO05","0.35",NA,"Nitrite as N",0.304347826,"mgN/L",0.1065217391,NA,"No","","","","","No","","","Ver7e"
5694,7405,"RO05","RO","RO1000",13,"QE3-1-6-1-1 - Nitrate","Yes","Yes","2.2","2.2","mg{NO3}/L","90th percentile","Yes","RW-R-EX4","RW-R-EX4 - Eastern Continental Large, mid-atitude","RO05","2.2",NA,"Nitrate as N",0.225806452,"mgN/L",0.4967741944,NA,"No","","","","","No","","","Ver7e"
5695,7406,"RO05","RO","RO1000",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","Yes","0.3","0.3","mg{P}/L","90th percentile","Yes","RW-R-EX4","RW-R-EX4 - Eastern Continental Large, mid-atitude","RO05","0.3",NA,"TP",1000,"ugP/L",300,NA,"No","","","","","No","","","Ver7e"
5696,7407,"RO05","RO","RO1000",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Yes","Yes","6","6","mg/L","10th percentile","Yes","RW-R-EX4","RW-R-EX4 - Eastern Continental Large, mid-atitude","RO05","6",NA,"Dissolved oxygen",1,"mg/L",6,NA,"No","","","","","No","","","Ver7e"
5697,7408,"RO06","RO","RO1000",16,"QE3-1-6-1-4 - Ammonium","Yes","Yes","0.62","0.62","mg{NH4}/L","90th percentile","Yes","RW-R-E2","RW-R-E2 - Eastern Continental Plains, medium-sized, lowland","RO06","0.62",NA,"Ammonium N",0.777777778,"mgN/L",0.48222222236,NA,"No","","","","","No","","","Ver7e"
5698,7408,"RO06","RO","RO1000",16,"QE3-1-6-1-4 - Ammonium","Yes","Yes","0.62","0.62","mg{NH4}/L","90th percentile","Yes","RW-R-EX5","RW-R-EX5 - Eastern Continental Plains, small, lowland","RO06","0.62",NA,"Ammonium N",0.777777778,"mgN/L",0.48222222236,NA,"No","","","","","No","","","Ver7e"
5699,7409,"RO06","RO","RO1000",14,"QE3-1-6-1-2 - Nitrite","Yes","Yes","0.35","0.35","mg{NO2}/L","90th percentile","Yes","RW-R-E2","RW-R-E2 - Eastern Continental Plains, medium-sized, lowland","RO06","0.35",NA,"Nitrite as N",0.304347826,"mgN/L",0.1065217391,NA,"No","","","","","No","","","Ver7e"
5700,7409,"RO06","RO","RO1000",14,"QE3-1-6-1-2 - Nitrite","Yes","Yes","0.35","0.35","mg{NO2}/L","90th percentile","Yes","RW-R-EX5","RW-R-EX5 - Eastern Continental Plains, small, lowland","RO06","0.35",NA,"Nitrite as N",0.304347826,"mgN/L",0.1065217391,NA,"No","","","","","No","","","Ver7e"
5701,7410,"RO06","RO","RO1000",13,"QE3-1-6-1-1 - Nitrate","Yes","Yes","3","3","mg{NO3}/L","90th percentile","Yes","RW-R-E2","RW-R-E2 - Eastern Continental Plains, medium-sized, lowland","RO06","3",NA,"Nitrate as N",0.225806452,"mgN/L",0.677419356,NA,"No","","","","","No","","","Ver7e"
5702,7410,"RO06","RO","RO1000",13,"QE3-1-6-1-1 - Nitrate","Yes","Yes","3","3","mg{NO3}/L","90th percentile","Yes","RW-R-EX5","RW-R-EX5 - Eastern Continental Plains, small, lowland","RO06","3",NA,"Nitrate as N",0.225806452,"mgN/L",0.677419356,NA,"No","","","","","No","","","Ver7e"
5703,7411,"RO06","RO","RO1000",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","Yes","0.5","0.5","mg{P}/L","90th percentile","Yes","RW-R-E2","RW-R-E2 - Eastern Continental Plains, medium-sized, lowland","RO06","0.5",NA,"TP",1000,"ugP/L",500,NA,"No","","","","","No","","","Ver7e"
5704,7411,"RO06","RO","RO1000",19,"QE3-1-6-2-2 - Total Phosphorous","Yes","Yes","0.5","0.5","mg{P}/L","90th percentile","Yes","RW-R-EX5","RW-R-EX5 - Eastern Continental Plains, small, lowland","RO06","0.5",NA,"TP",1000,"ugP/L",500,NA,"No","","","","","No","","","Ver7e"
5705,7412,"RO06","RO","RO1000",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Yes","Yes","6","6","mg/L","10th percentile","Yes","RW-R-E2","RW-R-E2 - Eastern Continental Plains, medium-sized, lowland","RO06","6",NA,"Dissolved oxygen",1,"mg/L",6,NA,"No","","","","","No","","","Ver7e"
5706,7412,"RO06","RO","RO1000",6,"QE3-1-3-2 - Dissolved oxygen (mg/l)","Yes","Yes","6","6","mg/L","10th percentile","Yes","RW-R-EX5","RW-R-EX5 - Eastern Continental Plains, small, lowland","RO06","6",NA,"Dissolved oxygen",1,"mg/L",6,NA,"No","","","","","No","","","Ver7e"
5707,7413,"RO07","RO","RO1000",16,"QE3-1-6-1-4 - Ammonium","Yes","Yes","0.62","0.62","mg{NH4}/L","90th percentile","Yes","RW-R-E3","RW-R-E3 - Eastern Continental Plains, large, lowland","RO07","0.62",NA,"Ammonium N",0.777777778,"mgN/L",0.48222222236,NA,"No","","","","","No","","","Ver7e"
